species,Healthy_stool_10_1_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_50_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_100_noerr,Healthy_stool_100_50_noerr
Ruminococcus albus,3076,3908,3447,4877,2203,2318,1611,2773
Ruminococcus bicirculans (ex Liu et al. 2021)
 
 
 <species>
 
,3425,4542,4780,5861,3301,5299,4604,5130
Rummeliibacillus stabekisii,230,216,214,260,287,352,276,287
Runella,NA,NA,1,1,NA,NA,NA,NA
Runella slithyformis,516,574,562,668,517,450,407,511
Saccharomonospora viridis,98,163,160,141,55,92,113,120
Saccharophagus degradans,218,201,138,233,215,115,100,143
Saccharopolyspora,4,2,4,1,1,2,1,3
Saccharopolyspora erythraea,415,556,554,468,308,324,370,391
Saccharothrix,NA,1,NA,1,1,3,1,3
Saccharothrix espanaensis,357,540,598,580,204,264,341,356
Saffold virus,NA,NA,NA,NA,1,1,NA,1
Saimiriine herpesvirus 1,NA,NA,1,1,NA,NA,1,5
Saimiriine gammaherpesvirus 2,NA,NA,NA,NA,NA,NA,1,NA
Salicola phage CGphi29,NA,NA,NA,NA,NA,NA,1,1
Salimicrobium,NA,1,NA,NA,NA,1,NA,1
Salimicrobium jeotgali,78,81,63,86,194,287,232,214
Salinarchaeum sp. Harcht-Bsk1,113,111,135,90,98,57,59,80
Salinibacter,NA,NA,1,NA,1,NA,NA,NA
Salinibacter ruber,291,305,292,320,235,146,163,200
Salinicoccus halodurans,106,105,111,134,197,301,243,259
Salinispira pacifica,253,300,329,334,180,233,215,286
Salinispora,NA,1,1,NA,NA,3,2,1
Salinispora arenicola,147,203,218,267,87,138,147,156
Salinispora tropica,144,193,231,196,131,145,177,178
Salinivibrio phage CW02,NA,NA,NA,NA,NA,1,1,1
Salisaeta icosahedral phage 1,3,3,NA,1,NA,NA,NA,2
Salmon gill poxvirus,NA,NA,NA,NA,2,3,4,1
Salmonella,NA,NA,NA,NA,1,1,1,NA
Salmonella bongori,157,201,182,209,210,289,244,283
Salmonella enterica,631,801,740,907,1586,3734,4942,3822
Salmonella phage 118970_sal4,NA,NA,NA,NA,2,1,5,NA
Salmonella phage 19,NA,NA,NA,1,NA,1,1,NA
Salmonella phage 21,NA,NA,NA,NA,1,NA,1,NA
Salmonella phage 36,NA,NA,NA,NA,NA,2,4,2
Salmonella phage 7-11,NA,NA,NA,NA,NA,1,1,NA
Salmonella phage epsilon34,NA,NA,NA,NA,1,NA,NA,1
Salmonella phage f18SE,NA,NA,NA,NA,1,NA,1,1
Salmonella phage FSL SP-058,10,19,22,22,10,7,3,10
Salmonella phage FSL SP-076,10,19,22,22,10,7,3,10
Salmonella phage FSLSP088,86,46,22,29,71,5,NA,7
Salmonella phage HB-2014,NA,NA,NA,NA,1,2,4,NA
Salmonella phage HK620,NA,NA,NA,NA,3,11,10,7
Salmonella phage Jersey,NA,NA,NA,NA,2,1,NA,NA
Salmonella phage PhiSH19,NA,NA,NA,NA,NA,1,1,1
Salmonella phage PVP-SE1,1,3,3,NA,2,5,3,5
Salmonella phage SFP10,NA,NA,NA,NA,NA,1,1,1
Salmonella phage SJ46,NA,NA,NA,NA,85,234,567,359
Salmonella phage SKML-39,NA,NA,NA,NA,1,1,1,NA
Salmonella phage SPN1S,NA,NA,NA,NA,NA,1,NA,NA
Salmonella phage SPN3US,NA,NA,NA,NA,NA,1,NA,NA
Salmonella phage SPN9CC,NA,NA,NA,NA,2,1,5,NA
Salmonella phage SSE121,7,2,6,7,1,1,NA,1
Salmonella phage SSU5,NA,NA,NA,NA,2,2,3,NA
Salmonella phage ST64T,NA,NA,NA,NA,NA,NA,4,NA
Salmonella phage STML-198,NA,NA,NA,NA,2,NA,1,2
Salmonella phage STP4-a,NA,NA,NA,NA,2,NA,1,2
Salmonella phage vB_SalM_PM10,NA,NA,NA,NA,NA,1,1,1
Salmonella phage vB_SemP_Emek,NA,NA,NA,NA,3,1,6,NA
Salmonella phage vB_SenMS16,NA,NA,NA,NA,2,NA,1,2
Salmonella phage vB_SnwM_CGG4-1,NA,1,NA,1,3,12,1,5
Salmonella phage vB_SosS_Oslo,NA,NA,NA,NA,NA,6,1,NA
Salmonella phage Vi II-E1,NA,NA,4,NA,NA,NA,1,NA
Lederbergvirus P22,NA,NA,NA,NA,2,1,5,NA
Sandaracinaceae,NA,NA,NA,NA,1,NA,NA,NA
Sandaracinus,2,6,1,2,3,3,NA,2
Sandaracinus amylolyticus,343,445,495,392,247,225,350,312
Sanguibacter,34,16,6,10,27,7,3,6
Sanguibacter keddieii,299,440,527,434,189,201,220,291
Sanxia water strider virus 6,NA,NA,NA,NA,NA,4,3,1
Saprospira grandis,153,150,115,166,170,160,176,185
Saprospiraceae,NA,NA,NA,NA,NA,NA,1,NA
Scale drop disease virus,NA,NA,NA,NA,1,1,1,1
Scardovia inopinata,156,212,219,219,109,206,180,214
Sclerophthora macrospora virus A,NA,NA,NA,NA,1,2,1,2
Sclerophthora macrospora virus B,NA,NA,NA,NA,NA,1,NA,NA
Sebaldella termitidis,245,269,231,341,371,557,510,452
secondary endosymbiont of Ctenarytaina eucalypti,6,4,6,9,24,54,58,65
secondary endosymbiont of Heteropsylla cubana,46,34,18,31,45,30,38,34
Sedimenticola,NA,NA,NA,NA,NA,1,2,NA
Sedimenticola thiotaurini,266,289,277,298,188,174,170,205
Sediminicola sp. YIK13,284,178,143,207,334,215,208,225
Sediminispirochaeta,NA,NA,1,NA,1,NA,NA,NA
Sediminispirochaeta smaragdinae,345,251,206,279,335,288,240,274
Segniliparaceae,1,NA,NA,1,NA,NA,1,1
Segniliparus rotundus,57,86,132,111,49,56,103,82
Selenomonadaceae,6,1,7,3,NA,NA,2,4
Selenomonas,5,5,1,1,1,2,1,NA
Selenomonas ruminantium,1163,1298,1024,1496,1085,1435,1294,1386
Selenomonas sp. oral taxon 136,489,619,624,767,397,570,534,561
Selenomonas sp. oral taxon 478,534,714,691,869,478,593,541,615
Selenomonas sp. oral taxon 920,359,481,478,582,336,473,377,461
Selenomonas sputigena,521,822,771,861,395,586,603,682
Serinicoccus,NA,1,NA,1,NA,2,3,2
Serinicoccus sp. JLT9,242,338,313,307,184,133,203,205
Serratia
 
 <beetles>
 
,16,29,25,27,10,29,61,31
Serratia fonticola,452,400,376,366,468,320,330,360
Serratia liquefaciens,242,278,240,345,243,226,222,306
Serratia marcescens,1499,1932,1935,2038,1111,1251,1548,1652
Serratia phage Eta,NA,NA,NA,NA,NA,NA,1,NA
Serratia plymuthica,585,560,444,578,561,592,735,608
Serratia proteamaculans,229,221,215,225,254,242,233,185
Serratia rubidaea,343,470,517,487,260,303,308,364
Serratia sp. AS12,193,222,179,206,188,262,277,234
Serratia sp. AS13,193,222,179,206,188,262,277,234
Serratia sp. FS14,430,505,481,565,299,294,269,361
Serratia sp. SCBI,282,419,467,445,212,318,259,313
Serratia sp. YD25,243,339,301,353,202,235,251,246
Shamonda virus,8,4,2,2,11,2,NA,1
Sheeppox virus,NA,NA,NA,NA,NA,3,6,4
Shewanella,7,10,5,18,4,5,3,7
Shewanella amazonensis,531,326,285,385,439,248,243,252
Shewanella baltica,434,311,232,341,452,331,350,352
Shewanella denitrificans,98,84,72,84,123,87,94,88
Shewanella frigidimarina,154,102,62,97,226,144,167,136
Shewanella halifaxensis,182,172,180,166,183,124,135,128
Shewanella loihica,546,413,293,367,551,220,198,239
Shewanella oneidensis,158,136,84,143,138,112,101,102
Shewanella pealeana,339,225,117,224,371,141,102,161
Shewanella phage Spp001,NA,NA,NA,NA,NA,3,1,1
Shewanella piezotolerans,114,95,70,90,156,114,134,115
Shewanella putrefaciens,157,97,77,140,190,127,132,123
Shewanella sediminis,232,158,92,171,284,166,134,162
Shewanella sp. ANA-3,122,168,178,226,112,165,162,169
Shewanella sp. MR-4,190,172,173,225,204,143,126,143
Shewanella sp. MR-7,198,125,84,117,210,123,116,113
Shewanella sp. phage 1/4,1,1,4,NA,NA,NA,1,1
Shewanella sp. phage 1/40,1,1,4,NA,NA,NA,1,1
Shewanella sp. W3-18-1,160,106,98,145,198,102,120,102
Shewanella violacea,200,164,102,155,212,113,135,127
Shewanella woodyi,131,95,55,83,158,130,111,92
Shigella,6,9,1,14,17,30,41,34
Shigella boydii,288,277,222,331,17028,46985,19248,28170
Shigella dysenteriae,357,374,333,450,21474,58657,24481,35022
Shigella flexneri,241,235,207,298,16690,46117,19538,27725
Shigella phage 75/02 Stx,NA,NA,NA,NA,288,883,353,488
Shigella phage Ag3,NA,NA,NA,NA,NA,1,1,NA
Shigella phage EP23,28,24,2,12,40,4,3,5
Shigella phage POCJ13,NA,NA,NA,NA,123,339,119,174
Shigella phage pSb-1,NA,NA,NA,NA,NA,1,1,1
Shigella phage Sf6,NA,NA,NA,NA,15,31,8,16
Shigella phage SfII,1,NA,1,1,1,6,2,3
Shigella phage SfIV,NA,NA,NA,NA,2,13,3,9
Shigella phage SHBML-50-1,NA,NA,NA,NA,NA,1,1,2
Shigella phage Shf125875,NA,NA,NA,NA,8,9,8,5
Shigella phage Shfl2,NA,2,3,NA,NA,NA,NA,NA
Shigella phage SHFML-11,NA,NA,NA,NA,4,1,2,4
Shigella phage SHFML-26,NA,2,3,NA,NA,2,4,2
Shigella phage SHSML-52-1,NA,NA,NA,NA,2,7,4,4
Shigella phage SP18,NA,NA,NA,NA,NA,NA,2,1
Shigella phage Ss-VASD,NA,NA,NA,NA,173,524,205,295
Shigella sonnei,250,246,223,305,18228,50045,20780,30022
Shigella sp. PAMC 28760,313,318,251,359,21142,58270,24201,35057
Shimwellia,NA,NA,NA,1,NA,NA,NA,NA
Shimwellia blattae,369,506,469,606,251,332,246,370
Shinella,NA,NA,NA,NA,NA,NA,1,NA
Shinella sp. HZN7,468,638,761,554,282,350,337,441
Short-finned eel ranavirus,NA,NA,NA,NA,NA,NA,2,1
Shuangao Bedbug Virus 2,NA,NA,NA,NA,NA,1,3,1
Siansivirga zeaxanthinifaciens,140,101,65,105,218,233,260,217
Sicinivirus A,NA,NA,NA,NA,1,2,1,NA
Sideroxydans,8,14,8,18,4,2,1,11
Sideroxydans lithotrophicus,282,368,331,435,188,205,215,271
Simian adenovirus 8,NA,NA,NA,NA,NA,2,1,1
Simiduia,2,3,1,1,NA,1,NA,1
Simiduia agarivorans,231,194,135,206,238,106,121,146
Simkania negevensis,97,71,55,62,122,73,54,64
Simkaniaceae,NA,NA,1,NA,NA,NA,NA,NA
Singapore grouper iridovirus,NA,NA,NA,NA,NA,5,4,1
Singulisphaera,NA,1,1,NA,NA,2,NA,NA
Singulisphaera acidiphila,198,228,202,232,192,188,190,203
Nevskiaceae,NA,NA,NA,NA,NA,1,1,NA
Sinomonas,NA,1,1,2,NA,1,NA,NA
Sinomonas atrocyanea,175,265,311,222,109,144,210,207
Sinorhizobium,5,9,6,13,1,4,1,7
Sinorhizobium fredii,354,524,569,545,237,227,230,343
Sinorhizobium medicae,347,542,507,527,214,256,247,383
Sinorhizobium meliloti,460,650,626,621,292,376,328,473
Sinorhizobium phage PBC5,NA,NA,NA,NA,NA,2,1,1
Sinorhizobium phage phiLM21,7,9,14,10,2,2,2,2
Sinorhizobium phage phiM19,NA,NA,NA,NA,NA,NA,2,2
Sinorhizobium phage phiM9,NA,NA,NA,NA,1,2,2,1
Sinorhizobium phage phiN3,NA,NA,NA,NA,NA,NA,2,2
Sinorhizobium sp. RAC02,460,476,500,462,406,289,258,334
Caudoviricetes,NA,NA,1,1,3,2,1,3
Skunkpox virus,NA,NA,NA,NA,NA,1,1,NA
Slackia,4,7,7,3,2,2,1,2
Slackia heliotrinireducens,2704,3907,5045,3160,1496,1719,2548,2543
Snake adenovirus 1,NA,NA,NA,NA,NA,1,NA,NA
Sneathia vaginalis,64,95,92,120,88,162,238,166
Snodgrassella alvi,293,165,119,216,309,231,194,197
Sodalis,1,3,2,3,1,NA,NA,3
Sodalis glossinidius,166,176,165,206,147,172,120,176
Sodalis praecaptivus,236,272,269,240,207,184,156,196
Sokoluk virus,NA,NA,NA,NA,1,NA,1,NA
Solanum mosaic Bolivia virus,NA,NA,NA,NA,NA,1,1,NA
Solibacillus silvestris,370,227,154,256,472,515,521,443
Bryobacterales,NA,NA,NA,NA,NA,NA,1,NA
Solirubrobacterales,NA,NA,NA,NA,NA,NA,NA,1
Solitalea canadensis,1105,679,452,757,1273,552,597,598
Sorangium,5,3,2,2,6,2,1,1
Sorangium cellulosum,637,884,1152,772,419,566,720,716
Sorghum mosaic virus,NA,NA,NA,NA,NA,3,1,1
Sparus aurata papillomavirus 1,24,11,9,8,20,2,NA,6
Sphaerobacter,NA,NA,1,NA,NA,1,NA,1
Sphaerobacter thermophilus,347,314,307,309,290,192,177,229
Sphaerobacteraceae,NA,NA,NA,NA,NA,NA,1,NA
Sphaerobacterales,NA,NA,NA,NA,NA,NA,1,NA
Sphaerochaeta,NA,NA,1,NA,4,4,NA,5
Parasphaerochaeta coccoides,308,272,242,274,279,191,193,226
Sphaerochaeta globosa,344,327,251,312,389,301,298,306
Sphaerochaeta pleomorpha,162,106,74,116,227,247,248,192
Sphingobacteriaceae,NA,NA,NA,NA,NA,1,NA,NA
Sphingobacterium,NA,NA,NA,NA,NA,1,1,NA
Sphingobacterium sp. 21,804,517,420,547,841,516,509,523
Sphingobacterium sp. ML3W,749,493,304,499,881,462,481,484
Sphingobium,NA,5,5,4,NA,5,NA,4
Sphingobium baderi,324,283,250,343,278,169,162,213
Sphingobium chlorophenolicum,405,399,363,349,385,173,183,250
Sphingobium indicum,180,273,354,247,103,143,176,181
Sphingobium sp. EP60837,112,163,163,148,60,108,119,139
Sphingobium sp. MI1205,138,220,276,201,136,129,137,163
Sphingobium sp. RAC03,298,334,262,341,206,157,153,217
Sphingobium sp. SYK-6,195,295,328,285,120,148,155,212
Sphingobium sp. TKS,214,295,342,277,159,161,241,249
Sphingobium sp. YBL2,235,327,359,299,129,186,355,286
Sphingomonadaceae,74,50,38,67,50,16,5,20
Sphingomonadales,NA,NA,NA,NA,NA,NA,1,1
Sphingomonas,86,64,26,54,110,19,18,19
Sphingomonas hengshuiensis,196,268,295,280,133,164,194,229
Sphingomonas melonis,220,280,345,303,145,158,203,208
Sphingomonas panacis,139,197,217,177,109,143,168,165
Sphingomonas phage PAU,NA,NA,NA,NA,2,4,8,6
Sphingomonas sanxanigenens,341,482,495,425,248,218,244,297
Sphingomonas sp. MM-1,284,355,317,365,214,181,213,256
Sphingomonas sp. NIC1,195,256,313,253,106,126,173,163
Sphingomonas taxi,291,307,324,284,246,180,176,223
Rhizorhabdus wittichii,188,292,356,272,133,173,215,241
Sphingopyxis,1,NA,1,2,6,20,30,13
Sphingopyxis alaskensis,113,159,177,142,87,111,132,133
Sphingopyxis fribergensis,164,214,278,192,140,155,144,200
Sphingopyxis granuli,246,353,319,333,220,175,209,231
Sphingopyxis macrogoltabida,279,339,336,296,248,246,287,295
Sphingopyxis sp. 113P3,498,393,298,370,452,163,150,214
Sphingopyxis terrae,180,196,224,221,127,106,117,156
Sphingorhabdus,NA,NA,NA,NA,NA,1,NA,NA
Sphingorhabdus sp. M41,156,171,191,174,107,117,134,127
Spiribacter,1,2,2,2,1,1,1,3
Spiribacter salinus,71,105,117,96,30,55,65,71
Spiribacter sp. UAH-SP71,248,238,195,192,184,91,108,145
Spirochaeta,NA,1,NA,NA,NA,NA,NA,NA
Spirochaeta africana,346,330,251,402,306,198,170,240
Winmispira thermophila,280,334,374,370,177,204,179,226
Spirochaetaceae,1,NA,NA,NA,NA,1,NA,NA
Spiroplasma,3,3,3,8,NA,2,NA,NA
Spiroplasma apis,5,2,1,6,50,87,77,63
Spiroplasma mirum,221,281,193,338,180,138,104,176
Spiroplasma cantharicola,53,43,27,37,92,91,115,88
Spiroplasma chrysopicola,199,237,162,283,176,110,113,145
Spiroplasma culicicola,10,13,7,14,49,108,140,84
Spiroplasma diminutum,46,35,15,32,85,94,115,77
Spiroplasma eriocheiris,222,265,179,322,191,146,136,202
Spiroplasma helicoides,196,106,52,113,219,95,120,110
Spiroplasma kunkelii,137,224,168,279,107,158,150,187
Spiroplasma mirum,221,281,193,338,178,133,99,172
Spiroplasma phage 1-C74,NA,NA,NA,NA,NA,NA,1,NA
Spiroplasma phage 4,NA,NA,NA,NA,NA,NA,1,NA
Spiroplasma sabaudiense,3,7,10,7,34,71,92,57
Spiroplasma sp. TU-14,133,197,137,249,141,125,129,162
Spiroplasma syrphidicola,107,179,147,238,87,102,101,131
Spiroplasma taiwanense,63,56,54,75,86,92,102,103
Spirosoma radiotolerans,732,520,409,553,734,349,363,377
Spodoptera exigua iflavirus 1,NA,NA,NA,NA,NA,2,NA,NA
Spodoptera exigua iflavirus 2,NA,NA,NA,NA,NA,NA,2,NA
Spodoptera exigua multiple nucleopolyhedrovirus,79,47,15,37,85,9,2,15
Spodoptera frugiperda ascovirus 1a,NA,NA,NA,NA,1,1,NA,1
Spodoptera frugiperda multiple nucleopolyhedrovirus,10,15,18,10,2,12,1,8
Spodoptera litura granulovirus,NA,NA,NA,NA,NA,1,NA,NA
Spodoptera litura nucleopolyhedrovirus,1,3,1,2,3,5,6,5
Spodoptera litura nucleopolyhedrovirus II,65,32,9,27,57,5,NA,13
Spongiibacter sp. IMCC21906,239,170,98,175,236,74,60,103
Spongiibacteraceae,NA,NA,NA,NA,NA,1,NA,NA
Sporosarcina psychrophila,79,90,81,77,132,289,275,218
Squirrelpox virus,NA,1,NA,1,1,1,5,5
Stackebrandtia,8,1,1,3,3,NA,NA,1
Stackebrandtia nassauensis,257,350,444,325,131,209,213,238
Stanieria cyanosphaera,186,90,35,82,244,154,164,137
Staphylococcus,4,13,17,11,9,19,11,12
Staphylococcus agnetis,53,52,29,48,136,175,210,153
Staphylococcus argenteus,135,117,93,115,183,213,266,197
Staphylococcus aureus,336,296,188,256,553,680,848,624
Staphylococcus capitis,139,112,89,108,219,218,256,222
Staphylococcus carnosus,41,68,65,79,116,247,274,241
Staphylococcus condimenti,40,54,44,87,104,259,293,211
Staphylococcus epidermidis,57,53,61,54,129,318,365,277
Staphylococcus equorum,74,60,56,57,161,268,347,240
Staphylococcus haemolyticus,303,190,70,161,342,273,279,250
Staphylococcus hyicus,18,27,41,42,78,193,217,150
Staphylococcus lugdunensis,15,20,20,19,91,209,227,133
Staphylococcus pasteuri,202,113,71,113,264,227,240,190
Dubowvirus dv11,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage 13,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage 187,NA,NA,NA,NA,1,1,1,1
Staphylococcus phage 23MRA,NA,1,2,NA,NA,NA,1,NA
Staphylococcus phage 29,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage 3MRA,NA,NA,NA,NA,1,4,1,4
Staphylococcus phage 42E,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage 44AHJD,NA,NA,NA,NA,NA,1,3,1
Staphylococcus phage 53,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage 66,NA,NA,NA,NA,2,5,3,9
Staphylococcus phage 6ec,NA,NA,NA,NA,NA,NA,1,NA
Staphylococcus phage 77,NA,1,NA,NA,1,1,5,NA
Staphylococcus phage 80alpha,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage 812,NA,NA,NA,NA,3,8,4,3
Staphylococcus phage 85,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage 96,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage B236,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage BP39,NA,NA,NA,NA,1,2,4,NA
Staphylococcus phage CNPH82,NA,NA,NA,NA,1,NA,NA,1
Staphylococcus phage CNPx,NA,NA,NA,NA,1,NA,1,NA
Staphylococcus phage DW2,NA,NA,NA,NA,NA,1,1,NA
Staphylococcus phage GH15,NA,NA,NA,NA,2,5,8,2
Staphylococcus phage Ipla5,NA,NA,NA,NA,2,NA,NA,2
Staphylococcus phage Ipla88,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage JD007,NA,NA,NA,NA,1,4,7,3
Staphylococcus phage JS01,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage MCE-2014,NA,NA,NA,NA,3,6,14,9
Staphylococcus phage P108,NA,NA,NA,NA,2,5,10,7
Staphylococcus phage P68,NA,NA,NA,NA,NA,1,3,1
Staphylococcus phage P954,NA,1,NA,NA,NA,NA,2,NA
Staphylococcus phage PH15,3,2,NA,2,4,2,6,1
Staphylococcus phage phi2958PVL,NA,NA,NA,NA,NA,NA,1,NA
Staphylococcus phage phi5967PVL,NA,1,NA,NA,NA,NA,2,NA
Staphylococcus phage phiBU01,NA,1,2,NA,NA,NA,1,NA
Staphylococcus phage phiETA2,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage phiIPLA-C1C,NA,NA,NA,NA,3,6,8,9
Staphylococcus phage phiIPLA-RODI,NA,NA,NA,NA,2,8,10,3
Staphylococcus phage phiMR11,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage phiMR25,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage phiNM,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage phinm2,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage phiNM3,NA,1,NA,NA,1,1,5,NA
Staphylococcus phage phiPVL-CN125,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage phiRS7,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage phiSA012,NA,NA,NA,NA,1,1,4,NA
Staphylococcus phage phiSa119,NA,1,NA,NA,1,2,2,1
Staphylococcus phage PVL,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage Pvl108,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage S25-3,NA,NA,NA,NA,1,1,7,NA
Staphylococcus phage S25-4,NA,NA,NA,NA,NA,1,5,NA
Staphylococcus phage SA12,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage SA97,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage SAP-2,NA,NA,NA,NA,NA,2,4,NA
Staphylococcus phage Sap26,NA,NA,NA,NA,NA,2,1,NA
Staphylococcus phage Sb-1,NA,NA,NA,NA,NA,4,6,7
Staphylococcus phage SpaA1,NA,NA,NA,NA,1,NA,1,NA
Staphylococcus phage SPbeta-like,NA,NA,NA,NA,1,2,31,14
Staphylococcus phage Stau2,NA,NA,NA,NA,NA,1,NA,NA
Staphylococcus phage StauST398-3,NA,NA,NA,NA,NA,NA,NA,1
Staphylococcus phage StauST398-4,NA,1,NA,NA,1,1,5,NA
Staphylococcus phage StauST398-5,NA,NA,NA,NA,NA,1,2,1
Staphylococcus phage StB20,1,4,2,NA,NA,NA,1,2
Staphylococcus phage StB20-like,NA,NA,NA,NA,NA,1,2,NA
Staphylococcus phage StB27,NA,NA,NA,NA,NA,2,4,NA
Staphylococcus phage Team1,NA,NA,NA,NA,3,8,6,8
Staphylococcus phage tp310-1,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage tp310-3,NA,NA,NA,NA,NA,NA,1,2
Staphylococcus phage Twort,NA,NA,NA,NA,1,2,5,2
Staphylococcus phage vB_SauM_Remus,NA,NA,NA,NA,2,6,2,2
Staphylococcus phage vB_SauM_Romulus,NA,NA,NA,NA,2,6,2,2
Staphylococcus phage vB_SepS_SEP9,NA,NA,NA,NA,1,4,4,2
Staphylococcus phage X2,NA,NA,NA,NA,1,1,1,1
Staphylococcus prophage phiPV83,NA,NA,NA,NA,1,NA,2,2
Staphylococcus pseudintermedius,71,105,118,125,157,335,377,348
Staphylococcus saprophyticus,107,85,45,73,198,195,242,155
Staphylococcus schleiferi,67,102,111,125,141,273,365,297
Staphylococcus simulans,282,169,111,226,419,312,325,274
Staphylococcus sp. AntiMn-1,127,96,74,82,155,234,255,202
Kayvirus G1,NA,NA,NA,NA,3,8,6,8
Kayvirus kay,NA,NA,NA,NA,3,8,4,3
Silviavirus SA11,NA,NA,NA,NA,NA,4,3,3
Staphylococcus warneri,242,164,125,171,360,311,368,325
Staphylococcus xylosus,86,87,82,109,171,334,366,278
Staphylothermus hellenicus,4,7,3,7,14,27,25,21
Staphylothermus marinus,NA,NA,NA,NA,12,29,34,25
Starkeya,NA,1,NA,1,NA,4,2,5
Ancylobacter novellus,271,338,352,365,191,169,216,227
Stenotrophomonas,10,22,23,17,12,14,12,17
Stenotrophomonas acidaminiphila,288,476,499,441,192,200,303,323
Stenotrophomonas maltophilia,1457,1719,1601,1795,1116,887,924,1107
Stenotrophomonas nitritireducens,361,391,307,386,281,244,233,268
Stenotrophomonas phage IME13,NA,NA,NA,NA,3,2,7,2
Stenotrophomonas phage Smp131,4,2,4,3,NA,1,NA,2
Stenotrophomonas phage vB_SmaS-DLP,12,10,7,15,NA,1,1,2
Stenotrophomonas rhizophila,266,434,436,408,192,234,271,335
Stenotrophomonas sp. KCTC 12332,312,343,297,318,253,246,263,265
Stenotrophomonas sp. LM091,265,396,352,339,172,210,280,263
Steroidobacter,NA,NA,NA,NA,NA,3,1,1
Steroidobacter denitrificans,336,303,355,323,267,174,172,208
Stigmatella,NA,NA,NA,NA,NA,NA,1,NA
Stigmatella aurantiaca,461,597,650,595,303,322,370,416
Strawberry necrotic shock virus,NA,1,2,2,NA,NA,NA,1
Streptobacillus moniliformis,82,71,68,88,165,244,308,214
Streptococcus,1,NA,NA,1,3,8,8,8
Streptococcus agalactiae,210,176,171,224,934,2070,2881,1785
Streptococcus anginosus,1811,2583,1990,3079,1508,2237,2034,2371
Streptococcus constellatus,237,357,270,462,304,520,715,507
Streptococcus cristatus,163,122,124,144,200,345,317,268
Streptococcus dysgalactiae,151,131,97,129,215,312,381,290
Streptococcus equi,142,179,171,172,189,415,421,333
Streptococcus gallolyticus,592,475,341,554,853,1232,1165,1079
Streptococcus gordonii,404,320,204,303,497,471,573,455
Streptococcus halotolerans,65,54,56,51,95,199,222,169
Streptococcus himalayensis,96,61,32,72,160,233,271,175
Streptococcus infantarius,316,283,281,300,990,1904,1641,1519
Streptococcus iniae,165,65,35,68,273,258,266,221
Streptococcus intermedius,160,140,94,116,269,386,424,366
Streptococcus lutetiensis,123,147,151,167,739,1699,1400,1200
Streptococcus macedonicus,44,44,72,69,187,413,485,396
Streptococcus marmotae,210,173,177,178,253,255,217,238
Streptococcus mitis,338,316,327,314,759,1271,1410,1046
Streptococcus mutans,230,213,155,233,307,376,329,322
Streptococcus oralis,106,69,56,85,173,251,343,215
Streptococcus pantholopis,193,270,225,298,133,208,199,222
Streptococcus parasanguinis,202,120,74,103,4372,11024,61209,15698
Streptococcus parauberis,107,85,63,92,164,248,312,226
Streptococcus pasteurianus,269,274,196,287,720,1470,1143,1142
Streptococcus phage 20617,4,NA,4,5,23,62,104,91
Streptococcus phage 2972,NA,NA,NA,NA,1,1,3,6
Streptococcus phage 5093,NA,NA,NA,NA,NA,1,NA,1
Streptococcus phage 7201,NA,NA,NA,NA,NA,NA,3,3
Streptococcus phage A25,NA,NA,NA,NA,NA,NA,1,NA
Streptococcus phage Alq132,NA,NA,NA,NA,NA,2,1,3
Streptococcus phage C1,NA,NA,NA,NA,1,1,1,NA
Streptococcus phage Cp1,99,59,18,49,125,8,3,19
Streptococcus phage DT1,NA,NA,NA,NA,2,6,9,7
Streptococcus phage EJ-1,NA,NA,NA,NA,NA,3,1,NA
Streptococcus phage K13,NA,NA,NA,NA,NA,4,2,3
Streptococcus phage MM1,NA,NA,NA,NA,NA,4,2,5
Streptococcus phage O1205,NA,NA,NA,NA,3,3,1,4
Streptococcus phage phiBHN167,NA,NA,NA,NA,NA,1,1,1
Streptococcus phage Sfi11,NA,NA,NA,NA,NA,2,1,3
