Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_100_100,Healthy_stool_100_1,Healthy_stool_100_50,Healthy_stool_10_100,Healthy_stool_10_10,Healthy_stool_10_1,Healthy_stool_10_50
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,f_Sphingomonadaceae,f_Sphingomonadaceae,f_Sphingomonadaceae,919,1,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,c_Betaproteobacteria,c_Betaproteobacteria,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,Candidatus Accumulibacter phosphatis,438,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,c_Betaproteobacteria,c_Betaproteobacteria,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium desouzaii,Candidatus Kinetoplastibacterium desouzaii,456,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,f_Burkholderiaceae,f_Burkholderiaceae,f_Burkholderiaceae,873,4,1,3,1,0,2,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,f_Comamonadaceae,f_Comamonadaceae,f_Comamonadaceae,878,3,1,0,1,0,3,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,f_Oxalobacteraceae,f_Oxalobacteraceae,f_Oxalobacteraceae,901,1,0,2,0,0,3,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Thiomonas,g_Thiomonas,g_Thiomonas,1213,0,1,0,0,1,5,1
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,o_Burkholderiales,Burkholderiales bacterium GJ-E10,Burkholderiales bacterium GJ-E10,388,3,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,o_Burkholderiales,Burkholderiales bacterium YL45,Burkholderiales bacterium YL45,389,16,1,9,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,o_Nitrosomonadales,o_Nitrosomonadales,Nitrosomonadales bacterium skT11,Nitrosomonadales bacterium skT11,1781,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,f_Rhodocyclaceae,f_Rhodocyclaceae,f_Rhodocyclaceae,913,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,f_Archangiaceae,f_Archangiaceae,f_Archangiaceae,869,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,Nitratiruptor,Nitratiruptor sp. SB155-2,Nitratiruptor sp. SB155-2,1777,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,Sulfurovum,Sulfurovum lithotrophicum,Sulfurovum lithotrophicum,2567,1,0,1,0,0,1,0
Bacteria,Proteobacteria,Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,Sulfurovum,Sulfurovum sp. NBC37-1,Sulfurovum sp. NBC37-1,2568,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,f_Campylobacteraceae,f_Campylobacteraceae,f_Campylobacteraceae,874,2,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Candidatus Reidiella,Candidatus Reidiella endopervernicosa,Candidatus Reidiella endopervernicosa,471,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Gallaecimonas,Gallaecimonas mangrovi,Gallaecimonas mangrovi,1224,0,0,0,0,0,0,2
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Pseudohongiella,Pseudohongiella spirulinae,Pseudohongiella spirulinae,2147,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Thiolapillus,Thiolapillus brandeum,Thiolapillus brandeum,2636,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,f_Colwelliaceae,f_Colwelliaceae,f_Colwelliaceae,877,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,f_Enterobacteriaceae,f_Enterobacteriaceae,f_Enterobacteriaceae,881,496,416,646,2,9,7,11
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,f_Hafniaceae,f_Hafniaceae,f_Hafniaceae,887,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,f_Halomonadaceae,f_Halomonadaceae,f_Halomonadaceae,888,0,0,0,0,3,3,1
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,f_Pseudomonadaceae,f_Pseudomonadaceae,f_Pseudomonadaceae,909,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,f_Piscirickettsiaceae,f_Piscirickettsiaceae,f_Piscirickettsiaceae,907,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,f_Vibrionaceae,f_Vibrionaceae,f_Vibrionaceae,922,0,1,1,0,0,2,1
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,f_Rhodanobacteraceae,f_Rhodanobacteraceae,f_Rhodanobacteraceae,911,0,2,0,0,0,4,3
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,f_Xanthomonadaceae,f_Xanthomonadaceae,f_Xanthomonadaceae,924,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,o_Silvanigrellales,o_Silvanigrellales,Silvanigrellales bacterium RF1110005,Silvanigrellales bacterium RF1110005,2353,0,0,1,0,0,0,0
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,f_Petrotogaceae,f_Petrotogaceae,f_Petrotogaceae,905,0,0,1,0,0,0,0
Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,g_Staphylothermus,g_Staphylothermus,1198,0,1,0,0,0,0,0
Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,g_Sulfolobus,g_Sulfolobus,1203,0,0,1,0,0,0,0
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,g_Methanobacterium,g_Methanobacterium,1131,0,0,0,0,1,0,0
Archaea,Euryarchaeota,Methanococci,Methanococcales,o_Methanococcales,Methanofervidicoccus,Methanofervidicoccus sp. A16,Methanofervidicoccus sp. A16,1619,0,0,1,0,0,0,0
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,g_Methanosarcina,g_Methanosarcina,1132,0,0,1,0,0,0,0
Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,g_Thermococcus,g_Thermococcus,1211,0,3,1,1,4,3,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,g_Actinomyces,g_Actinomyces,1014,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,g_Bifidobacterium,g_Bifidobacterium,1033,206,103,200,213,169,106,101
Bacteria,Actinobacteria,Actinobacteria,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,g_Candidatus Nanopelagicus,g_Candidatus Nanopelagicus,1050,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g_Corynebacterium,g_Corynebacterium,1062,1,1,0,0,0,2,2
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,g_Dietzia,g_Dietzia,1072,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,g_Gordonia,g_Gordonia,1096,0,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,g_Mycobacterium,g_Mycobacterium,1142,0,2,0,1,1,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,g_Mycobacteroides,g_Mycobacteroides,1143,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,g_Nocardia,g_Nocardia,1148,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,g_Rhodococcus,g_Rhodococcus,1176,0,0,0,0,0,2,2
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,o_Corynebacteriales,Lawsonella,Lawsonella clevelandensis,Lawsonella clevelandensis,1495,0,0,0,0,0,1,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,g_Brevibacterium,g_Brevibacterium,1043,0,0,2,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,g_Leifsonia,g_Leifsonia,1115,0,0,0,0,2,2,2
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,g_Microbacterium,g_Microbacterium,1136,0,1,0,0,1,1,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g_Rathayibacter,g_Rathayibacter,1174,1,10,0,0,0,8,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,g_Kocuria,g_Kocuria,1107,0,1,0,0,1,1,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,g_Micrococcus,g_Micrococcus,1138,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,g_Pseudarthrobacter,g_Pseudarthrobacter,1167,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,g_Actinoplanes,g_Actinoplanes,1015,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,g_Micromonospora,g_Micromonospora,1139,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Plantactinospora,g_Plantactinospora,g_Plantactinospora,1160,0,0,1,0,1,0,0
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,g_Kribbella,g_Kribbella,1109,0,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,g_Pseudonocardia,g_Pseudonocardia,1171,2,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,g_Saccharopolyspora,g_Saccharopolyspora,1182,0,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,g_Streptacidiphilus,g_Streptacidiphilus,1200,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,g_Streptomyces,g_Streptomyces,1202,9,0,2,3,3,2,5
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,f_Coriobacteriaceae,Coriobacteriaceae bacterium 68-1-3,Coriobacteriaceae bacterium 68-1-3,641,5,0,2,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,g_Adlercreutzia,g_Adlercreutzia,1016,33,2,19,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,g_Eggerthella,g_Eggerthella,1077,1,0,4,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,g_Gordonibacter,g_Gordonibacter,1097,18,0,1,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,f_Eggerthellaceae,Eggerthellaceae bacterium zg-1050,Eggerthellaceae bacterium zg-1050,793,2,1,1,2,1,1,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,g_Bacteroides,g_Bacteroides,1030,1152,1247,1874,2832,2841,1964,3500
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,g_Dysgonomonas,g_Dysgonomonas,1075,6,8,1,1,4,5,3
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,g_Duncaniella,g_Duncaniella,1074,9,26,8,5,16,34,11
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,g_Muribaculum,g_Muribaculum,1141,0,0,0,0,1,1,1
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,f_Muribaculaceae,Muribaculaceae bacterium DSM 108610,Muribaculaceae bacterium DSM 108610,1697,6,84,14,22,38,72,66
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,g_Porphyromonas,g_Porphyromonas,1164,1,2,0,0,3,1,2
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,g_Prevotella,g_Prevotella,1165,119,726,168,157,375,748,336
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,g_Alistipes,g_Alistipes,1021,99,60,94,232,119,86,80
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,g_Parabacteroides,g_Parabacteroides,1154,260,179,212,11,9,14,16
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,g_Tannerella,g_Tannerella,1207,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,Candidatus Azobacteroides,Candidatus Azobacteroides pseudotrichonymphae,Candidatus Azobacteroides pseudotrichonymphae,443,2,1,6,0,1,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,Phocaeicola,Phocaeicola dorei,Phocaeicola dorei,2030,1697,2207,3559,14656,7348,4929,4522
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,Phocaeicola,Phocaeicola salanitronis,Phocaeicola salanitronis,2031,117,96,114,34,46,71,35
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,Phocaeicola,Phocaeicola vulgatus,Phocaeicola vulgatus,2032,1563,4329,6972,13242,14733,9795,18860
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,f_Prolixibacteraceae,Prolixibacteraceae bacterium WC007,Prolixibacteraceae bacterium WC007,2111,0,1,0,0,0,2,2
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,g_Chitinophaga,g_Chitinophaga,1054,2,6,2,1,1,5,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrella,g_Fibrella,g_Fibrella,1088,0,0,0,0,1,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,g_Runella,g_Runella,1181,0,0,0,0,1,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,g_Spirosoma,g_Spirosoma,1195,0,0,1,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,f_Flammeovirgaceae,Flammeovirgaceae bacterium 311,Flammeovirgaceae bacterium 311,944,1,7,4,1,10,7,5
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,g_Hymenobacter,g_Hymenobacter,1104,1,5,3,9,6,6,3
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,g_Pontibacter,g_Pontibacter,1163,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,g_Capnocytophaga,g_Capnocytophaga,1052,2,10,4,2,1,8,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,g_Dokdonia,g_Dokdonia,1073,0,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,g_Flavobacterium,g_Flavobacterium,1089,2,3,1,0,3,1,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,g_Maribacter,g_Maribacter,1122,0,7,0,1,2,5,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,g_Mesoflavibacter,g_Mesoflavibacter,1129,0,2,0,2,1,1,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,g_Myroides,g_Myroides,1145,1,1,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,g_Nonlabens,g_Nonlabens,1149,0,0,1,0,1,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,g_Polaribacter,g_Polaribacter,1161,1,0,1,0,1,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,g_Salegentibacter,g_Salegentibacter,1183,0,4,0,2,2,3,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,g_Winogradskyella,g_Winogradskyella,1219,0,1,0,1,1,4,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,f_Flavobacteriaceae,Flavobacteriaceae bacterium 10Alg115,Flavobacteriaceae bacterium 10Alg115,951,0,2,1,0,0,1,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,f_Flavobacteriaceae,Flavobacteriaceae bacterium 3519-10,Flavobacteriaceae bacterium 3519-10,952,2,0,1,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,f_Flavobacteriaceae,Flavobacteriaceae bacterium F202Z8,Flavobacteriaceae bacterium F202Z8,953,0,0,1,0,0,0,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,f_Flavobacteriaceae,Flavobacteriaceae bacterium MAR_2010_188,Flavobacteriaceae bacterium MAR_2010_188,954,2,6,0,0,3,3,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,f_Flavobacteriaceae,Flavobacteriaceae bacterium RR4-40,Flavobacteriaceae bacterium RR4-40,955,0,2,0,2,1,0,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Apibacter,g_Apibacter,g_Apibacter,1026,0,0,1,0,2,3,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,g_Chryseobacterium,g_Chryseobacterium,1057,4,12,7,1,3,10,5
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,g_Elizabethkingia,g_Elizabethkingia,1079,0,1,1,0,0,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,g_Mucilaginibacter,g_Mucilaginibacter,1140,0,0,0,0,6,4,1
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,g_Pedobacter,g_Pedobacter,1157,0,2,0,0,0,2,1
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,g_Sphingobacterium,g_Sphingobacterium,1191,3,8,1,2,3,2,5
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,f_Sphingobacteriaceae,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,2373,2,1,0,0,2,1,1
Bacteria,Bacteroidetes,p_Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Rhodothermus,Rhodothermus marinus,Rhodothermus marinus,2242,2,1,2,1,0,0,2
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,g_Chlorobaculum,g_Chlorobaculum,1055,0,2,0,0,2,3,2
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,f_Anaerolineaceae,Anaerolineaceae bacterium oral taxon 439,Anaerolineaceae bacterium oral taxon 439,155,1,0,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,g_Dehalococcoides,g_Dehalococcoides,1065,0,0,0,1,0,1,2
Bacteria,Cyanobacteria,p_Cyanobacteria,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera subtropica,Crocosphaera subtropica,671,0,3,2,0,2,8,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Chroococcales,Aphanothecaceae,Euhalothece,Euhalothece natronophila,Euhalothece natronophila,860,0,0,1,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis herdmanii,Geminocystis herdmanii,1233,0,0,1,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3709,Geminocystis sp. NIES-3709,1234,0,8,1,0,1,4,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Chroococcales,Cyanobacteriaceae,Cyanobacterium,Cyanobacterium aponinum,Cyanobacterium aponinum,690,0,0,0,1,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis,Chroococcidiopsis thermalis,533,0,0,0,0,1,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Aphanizomenonaceae,Anabaenopsis,Anabaenopsis circularis,Anabaenopsis circularis,146,2,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,Sphaerospermopsis kisseleviana,Sphaerospermopsis kisseleviana,2372,2,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Calotrichaceae,Calothrix,Calothrix parietina,Calothrix parietina,423,0,0,0,0,0,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Nostocaceae,Nostoc,Nostoc linckia,Nostoc linckia,1809,0,0,0,0,1,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Nostocaceae,Nostoc,Nostoc sp. CENA543,Nostoc sp. CENA543,1810,1,0,0,0,1,1,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-4103,Nostoc sp. NIES-4103,1811,0,1,0,0,1,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. PCC 7116,Rivularia sp. PCC 7116,2249,1,1,0,1,2,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix sp. PCC 7910,Tolypothrix sp. PCC 7910,2640,0,1,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7407,Geitlerinema sp. PCC 7407,1229,0,0,0,0,0,1,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria acuminata,Oscillatoria acuminata,1873,0,1,2,1,0,1,6
Bacteria,Cyanobacteria,p_Cyanobacteria,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor,Pleurocapsa minor,2072,0,1,0,0,0,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Acaryochloridaceae,Acaryochloris,Acaryochloris marina,Acaryochloris marina,2,0,0,0,3,0,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus,Chamaesiphon minutus,509,1,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya boryana,Leptolyngbya boryana,1514,1,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. PCC 7376,Leptolyngbya sp. PCC 7376,1515,0,41,10,8,21,37,23
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Oculatellaceae,Thermoleptolyngbya,Thermoleptolyngbya sp. PKUAC-SCTA183,Thermoleptolyngbya sp. PKUAC-SCTA183,2628,1,2,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus,2109,4,2,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0604,Prochlorococcus sp. MIT 0604,2110,2,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp. ABRG5-3,Pseudanabaena sp. ABRG5-3,2126,0,2,1,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Dactylococcopsis,Dactylococcopsis salina,Dactylococcopsis salina,699,1,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9311,Synechococcus sp. CC9311,2572,0,1,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. LTW-R,Synechococcus sp. LTW-R,2573,0,0,0,0,0,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,2574,2,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,Synechococcus sp. WH 8109,2575,0,0,0,1,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Thermosynechococcus,Thermosynechococcus sp. CL-1,Thermosynechococcus sp. CL-1,2632,0,0,2,0,0,0,0
