species,abundance_cols.Healthy_stool_100_100_noerr,abundance_cols.Healthy_stool_100_10_noerr,abundance_cols.Healthy_stool_100_1_noerr,abundance_cols.Healthy_stool_100_50_noerr,abundance_cols.Healthy_stool_10_100_noerr,abundance_cols.Healthy_stool_10_10_noerr,abundance_cols.Healthy_stool_10_1_noerr,abundance_cols.Healthy_stool_10_50_noerr
Halarcobacter bivalviorum,21,31,16,27,38,18,0,28
Pseudoarcobacter acticola,40,49,18,35,33,18,12,36
Sulfurospirillum sp. UCH001,62,42,20,44,0,0,0,0
Sulfurospirillum barnesii,36,28,15,18,0,0,0,0
Sulfurospirillum cavolei,28,17,10,15,0,0,0,0
Sulfurospirillum multivorans,28,27,115,41,28,64,117,68
Sulfurospirillum deleyianum,19,15,0,18,0,0,0,0
Sulfurospirillum halorespirans,23,40,262,61,54,136,254,101
Helicobacter pylori,109,94,202,121,48,89,180,111
Helicobacter bilis,47,47,180,78,64,113,174,122
Helicobacter pullorum,36,37,0,19,0,0,0,0
Helicobacter canis,29,0,0,0,0,0,0,0
Helicobacter mustelae,21,10,0,0,0,0,0,0
Helicobacter cinaedi,22,12,0,0,0,0,0,0
Helicobacter cetorum,18,0,0,0,0,0,0,0
Helicobacter canadensis,19,16,0,0,0,0,0,0
Helicobacter apodemus,16,0,0,0,0,0,0,0
Helicobacter hepaticus,22,0,0,0,0,0,0,0
Helicobacter cholecystus,13,13,0,0,0,0,0,0
Helicobacter suis,15,0,0,0,0,0,0,0
Helicobacter heilmannii,11,0,0,0,0,0,0,0
Helicobacter felis,10,0,0,0,0,0,0,0
Sulfurimonas sp. NW10,24,27,11,19,0,0,0,0
Sulfurimonas sp. GYSZ_1,14,24,12,14,0,0,0,0
Sulfurimonas sp. 1-1N,35,46,340,82,81,173,353,168
Sulfurimonas gotlandica,47,37,174,43,28,79,172,72
Sulfurimonas autotrophica,29,16,0,22,0,0,0,0
Sulfurimonas denitrificans,24,21,12,18,0,0,0,0
Wolinella succinogenes,26,13,0,0,0,0,0,0
Sulfuricurvum kujiense,15,19,10,15,38,17,16,11
Nitratifractor salsuginis,43,39,33,46,53,39,18,20
Nautilia profundicola,28,19,0,17,0,0,0,0
Nautilia sp. PV-1,27,25,11,31,21,18,12,31
Caminibacter mediatlanticus,38,51,199,64,34,76,209,86
Cetia pacifica,12,15,0,12,0,0,0,0
Sulfurovum sp. NBC37-1,35,23,12,26,0,0,0,0
Sulfurovum lithotrophicum,31,51,52,57,50,48,60,71
Nitratiruptor sp. SB155-2,16,28,13,29,14,13,0,13
Rhizobium sp. 11515TR,36,24,19,37,69,54,35,73
Rhizobium sp. ADMK78,27,11,0,15,0,0,0,0
Rhizobium sp. WL3,26,32,20,28,0,0,0,0
Rhizobium sp. Khangiran2,78,58,59,58,57,38,0,0
Rhizobium sp. NXC24,19,18,12,12,0,0,0,0
Rhizobium sp. CIAT894,27,26,40,27,58,43,29,0
Rhizobium sp. ACO-34A,15,0,0,0,0,0,0,0
Rhizobium sp. NXC14,17,30,0,17,0,0,0,0
Rhizobium sp. JKLM19E,50,73,0,62,0,0,0,0
Rhizobium leguminosarum,170,215,345,206,225,217,291,154
Rhizobium favelukesii,50,34,44,50,43,39,33,35
Rhizobium jaguaris,28,32,22,45,58,74,37,72
Rhizobium etli,87,75,0,23,0,0,0,0
Rhizobium lusitanum,25,29,10,24,0,0,0,0
Rhizobium oryzihabitans,48,63,26,45,0,0,0,0
Rhizobium phaseoli,73,68,168,95,153,138,165,155
Rhizobium tropici,28,37,0,23,0,0,0,0
Rhizobium pseudoryzae,23,12,0,0,0,0,0,0
Rhizobium grahamii,17,29,13,0,0,0,0,0
Rhizobium gallicum,16,28,0,23,0,0,0,0
Rhizobium rhizoryzae,12,0,0,0,0,0,0,0
Rhizobium flavum,26,0,0,29,53,37,50,25
Agrobacterium tumefaciens,234,292,825,336,355,513,796,419
Agrobacterium fabrum,25,19,0,20,55,33,0,43
Agrobacterium vitis,56,39,14,42,15,12,13,13
Agrobacterium sp. T29,19,0,0,13,0,0,0,0
Agrobacterium sp. RAC06,36,38,162,58,70,103,157,84
Rhizobium rhizogenes,21,11,0,11,0,0,0,0
Agrobacterium larrymoorei,19,39,20,34,34,30,15,31
Neorhizobium sp. SOG26,29,14,0,13,0,0,0,0
Neorhizobium sp. NCHU2750,16,35,355,58,73,180,342,133
Neorhizobium galegae,37,47,38,64,111,85,64,94
Sinorhizobium fredii,92,86,54,101,175,139,81,136
Sinorhizobium meliloti,58,54,15,40,28,21,24,16
Sinorhizobium medicae,27,23,0,19,27,24,11,0
Sinorhizobium americanum,16,0,0,0,0,0,0,0
Sinorhizobium sp. RAC02,13,10,10,14,32,13,11,11
Sinorhizobium sojae,39,26,14,34,66,37,20,22
Ensifer adhaerens,31,38,181,55,56,76,177,87
Ensifer mexicanus,29,24,13,31,28,18,15,0
Ensifer alkalisoli,25,20,0,23,0,0,0,0
Liberibacter crescens,32,22,0,10,0,0,0,0
Candidatus Liberibacter asiaticus,20,27,0,0,0,0,0,0
Candidatus Liberibacter americanus,16,11,0,13,0,0,0,0
Candidatus Liberibacter africanus,11,15,0,14,0,0,0,0
Shinella sp. HZN7,57,27,20,50,57,49,33,50
Georhizobium profundi,18,0,0,0,0,0,0,0
Bradyrhizobium sp. ORS 278,34,21,12,23,39,21,16,24
Bradyrhizobium sp.,63,17,0,0,0,0,0,0
Bradyrhizobium sp. ORS 285,21,26,11,24,33,21,16,13
Bradyrhizobium sp. 6(2017),20,0,0,0,0,0,0,0
Bradyrhizobium sp. CCGE-LA001,18,22,0,13,31,20,14,37
Bradyrhizobium sp. CCBAU 051011,11,15,18,24,78,43,35,72
Bradyrhizobium sp. SK17,16,0,0,0,0,0,0,0
Bradyrhizobium erythrophlei,55,50,143,79,99,127,164,107
Bradyrhizobium cosmicum,38,38,188,47,54,102,181,65
Bradyrhizobium diazoefficiens,104,102,576,162,212,340,623,319
Bradyrhizobium japonicum,37,17,0,0,0,0,0,0
Bradyrhizobium elkanii,25,21,15,29,27,25,10,11
Bradyrhizobium canariense,20,13,0,16,28,19,16,13
Bradyrhizobium paxllaeri,18,13,0,0,0,0,0,0
Bradyrhizobium symbiodeficiens,18,11,0,10,0,0,0,0
Bradyrhizobium icense,14,21,0,10,0,0,0,0
Bradyrhizobium zhanjiangense,13,0,0,0,0,0,0,0
Bradyrhizobium guangzhouense,17,0,0,0,0,0,0,0
Bradyrhizobium guangxiense,15,0,0,0,30,11,0,0
Bradyrhizobium lablabi,31,30,0,19,0,0,0,0
Bradyrhizobium guangdongense,17,23,15,17,46,18,11,0
Rhodopseudomonas palustris,168,156,74,156,138,80,57,77
Bosea sp. AS-1,23,14,0,0,29,0,13,0
Bosea sp. PAMC 26642,18,17,10,18,29,17,0,0
Bosea sp. Tri-49,19,18,158,24,31,91,177,93
Bosea sp. RAC05,16,34,13,20,0,0,0,0
Bosea sp. ANAM02,15,0,0,15,17,0,0,0
Bosea sp. F3-2,14,26,14,35,74,34,24,22
Bosea vaviloviae,22,0,0,0,0,0,0,0
Afipia sp. GAS231,48,22,0,23,0,0,0,0
Tardiphaga robiniae,16,19,0,13,0,0,0,0
Nitrobacter hamburgensis,20,0,0,0,0,0,0,0
Nitrobacter winogradskyi,11,0,0,0,0,0,0,0
Bradyrhizobiaceae bacterium SG-6C,27,11,0,11,0,0,0,0
Variibacter gotjawalensis,23,29,0,16,0,0,0,0
Mesorhizobium sp. 8,32,27,18,28,47,19,21,19
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,34,28,0,22,43,21,12,26
Mesorhizobium sp. DCY119,26,46,13,25,0,0,0,0
Mesorhizobium sp. Pch-S,24,24,0,21,15,11,0,0
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,29,0,0,16,0,0,0,0
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,36,21,0,18,0,0,0,0
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1,23,17,0,16,0,0,0,0
Mesorhizobium sp. NZP2077,22,17,172,47,30,72,185,75
Mesorhizobium sp. AA22,21,33,0,18,0,0,0,0
Mesorhizobium sp. NZP2298,15,0,0,0,0,0,0,0
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,21,19,0,26,0,0,0,0
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,14,0,0,12,30,24,0,35
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,14,12,0,0,0,0,0,0
Mesorhizobium loti,116,109,40,125,100,69,34,41
Mesorhizobium terrae,44,0,0,0,0,0,0,0
Mesorhizobium amorphae,31,25,21,41,75,40,24,22
Mesorhizobium huakuii,53,80,110,58,67,63,101,56
Mesorhizobium erdmanii,21,11,0,14,0,0,0,0
Mesorhizobium opportunistum,20,0,0,0,0,0,0,0
Mesorhizobium oceanicum,16,21,14,12,0,0,0,0
Mesorhizobium ciceri,23,20,51,19,12,18,44,16
Mesorhizobium japonicum,18,0,0,0,0,0,0,0
Nitratireductor sp. OM-1,28,15,0,12,0,0,0,0
Nitratireductor sp. SY7,16,15,0,16,26,10,17,0
Hoeflea sp. IMCC20628,34,34,14,26,0,0,0,0
Hoeflea phototrophica,10,0,10,11,27,23,12,11
Aminobacter aminovorans,20,13,0,12,29,25,17,19
Aminobacter sp. MSH1,19,0,0,0,0,0,0,0
Lentilitoribacter sp. Alg239-R112,31,15,0,16,0,0,0,0
Phyllobacterium zundukense,28,23,0,24,0,0,0,0
Oricola sp. MEBiC13590,25,16,10,17,24,17,0,0
Salaquimonas pukyongi,23,32,0,18,0,0,0,0
Roseitalea porphyridii,19,18,0,21,0,0,0,0
Chelativorans sp. BNC1,17,18,12,39,61,53,28,60
Methylobacterium sp. 17Sr1-43,31,12,0,10,0,0,0,0
Methylobacterium sp. WL1,29,22,0,0,0,0,0,0
Methylobacterium nodulans,28,16,10,16,40,28,15,31
Methylobacterium currus,52,25,0,0,0,0,0,0
Methylobacterium mesophilicum,20,0,0,0,0,0,0,0
Methylobacterium durans,14,21,0,10,0,0,0,0
Methylobacterium brachiatum,20,0,0,0,0,0,0,0
Methylorubrum extorquens,64,48,0,57,0,0,0,0
Methylorubrum populi,30,34,0,26,0,0,0,0
Microvirga sp. HR1,29,13,0,0,0,0,0,0
Microvirga sp. 17 mud 1-3,12,18,0,0,0,0,0,0
Microvirga ossetica,20,23,0,16,0,0,0,0
Bartonella sp. HY038,38,31,0,27,0,0,0,0
Bartonella sp. WD16.2,15,23,0,22,0,0,0,0
Bartonella apis,54,65,54,48,0,14,38,21
Bartonella schoenbuchensis,38,33,37,15,0,0,0,0
Bartonella vinsonii,27,13,0,19,0,0,0,0
Bartonella krasnovii,31,13,0,0,0,0,0,0
Bartonella australis,22,0,0,13,0,0,0,0
Bartonella quintana,19,16,11,0,0,0,0,0
Bartonella birtlesii,20,21,0,12,0,0,0,0
Bartonella clarridgeiae,33,24,0,0,0,0,0,0
Bartonella henselae,13,0,0,0,0,0,0,0
Devosia sp. I507,22,36,15,24,0,0,0,0
Devosia sp. A16,15,21,0,18,21,0,0,0
Devosia ginsengisoli,12,19,0,14,0,0,0,0
Hyphomicrobium denitrificans,35,13,0,14,0,0,0,0
Hyphomicrobium sp. MC1,23,29,13,22,0,0,0,0
Hyphomicrobium nitrativorans,13,16,13,16,38,26,16,17
Blastochloris viridis,25,32,135,44,44,87,126,68
Blastochloris tepida,18,30,0,11,0,0,0,0
Rhodomicrobium vannielii,24,17,12,20,27,28,18,18
Maritalea myrionectae,16,29,0,19,29,24,16,27
Youhaiella tibetensis,18,0,0,15,11,13,0,19
Rhodoplanes sp. Z2-YC6860,13,0,0,0,0,0,0,0
Candidatus Filomicrobium marinum,12,0,0,0,0,0,0,0
Methylocystis rosea,39,0,0,13,0,0,0,0
Methylocystis heyeri,27,31,22,29,72,37,24,48
Methylocystis sp. SC2,14,0,0,0,0,0,0,0
Methylocystis parvus,13,0,0,14,34,20,13,0
Terasakiella sp. SH-1,42,19,0,17,0,0,0,0
Methylosinus trichosporium,22,28,11,23,47,23,17,18
Methylosinus sp. C49,13,13,0,12,0,0,0,0
Brucella anthropi,134,200,60,117,0,0,0,0
Ochrobactrum pituitosum,40,0,0,0,0,0,0,0
Ochrobactrum quorumnocens,14,0,0,0,0,0,0,0
Methyloceanibacter caenitepidi,23,25,0,16,0,0,0,0
Methyloceanibacter sp. wino2,20,18,174,23,27,84,153,74
Nordella sp. HKS 07,32,31,16,22,33,24,13,0
Pseudorhodoplanes sinuspersici,29,40,183,46,81,90,180,100
Hartmannibacter diazotrophicus,27,17,0,22,40,23,11,0
Methyloligella sp. GL2,14,0,0,0,0,0,0,0
Pseudolabrys taiwanensis,25,18,10,14,34,17,19,15
Pseudolabrys sp. FHR47,14,31,15,36,69,40,29,39
Azorhizobium caulinodans,36,13,0,13,0,0,0,0
Ancylobacter novellus,13,33,148,58,46,105,187,71
Starkeya sp. ORNL1,11,29,186,40,33,85,168,91
Xanthobacter autotrophicus,38,22,0,0,0,0,0,0
Labrys neptuniae,16,13,0,0,0,0,0,0
Ancylobacter pratisalsi,10,17,0,11,0,0,0,0
Martelella sp. AD-3,65,45,0,70,66,32,0,15
Martelella endophytica,30,22,0,19,18,18,10,12
Martelella mediterranea,28,52,263,74,70,122,259,118
Aureimonas sp. AU20,22,14,0,11,0,0,0,0
Pyruvatibacter mobilis,29,10,0,0,0,0,0,0
Rhodobiaceae bacterium,26,25,171,39,45,96,170,85
Parvibaculum lavamentivorans,18,0,0,0,0,0,0,0
Candidatus Phaeomarinobacter ectocarpi,10,24,12,21,30,38,28,59
Methylocella tundrae,15,0,0,0,0,0,0,0
Beijerinckiaceae bacterium,12,22,0,14,0,0,0,0
Beijerinckia indica,20,14,0,0,0,0,0,0
Chelatococcus sp. CO-6,34,0,12,20,72,45,20,18
Chelatococcus daeguensis,14,0,0,0,0,0,0,0
Cohaesibacter sp. ES.047,19,29,10,18,0,0,0,0
Breoghania sp. L-A4,14,14,0,11,0,0,0,0
Lichenihabitans psoromatis,15,19,0,13,0,0,0,0
Paracoccus sp. AK26,23,25,0,28,51,46,26,48
Paracoccus sp. BM15,22,0,0,0,0,0,0,0
Paracoccus sp. SC2-6,13,15,14,19,36,29,23,25
Paracoccus sanguinis,25,36,14,16,0,0,0,0
Paracoccus contaminans,23,24,0,18,50,32,18,0
Paracoccus aminophilus,20,23,10,15,12,11,0,11
Paracoccus denitrificans,19,0,0,0,0,0,0,0
Paracoccus jeotgali,15,11,0,0,0,0,0,0
Paracoccus pantotrophus,14,0,0,0,0,0,0,0
Paracoccus kondratievae,15,0,0,18,0,0,0,0
Paracoccus yeei,34,0,0,0,0,0,0,0
Paracoccus aminovorans,12,17,0,15,0,0,0,0
Paracoccus zhejiangensis,14,0,0,0,0,0,0,0
Labrenzia sp. THAF82,38,35,20,37,50,38,0,32
Labrenzia sp. VG12,22,14,30,25,84,73,70,100
Labrenzia sp. PHM005,19,21,24,26,85,50,49,50
Labrenzia sp. THAF35,52,0,0,0,0,0,0,0
Roseibium alexandrii,42,64,0,39,0,0,0,0
Sulfitobacter sp. BSw21498,22,38,18,19,0,0,0,0
Sulfitobacter sp. SK025,34,0,0,0,0,0,0,0
Sulfitobacter sp. JL08,18,0,0,0,0,0,0,0
Sulfitobacter sp. SK012,17,0,0,0,0,0,0,0
Sulfitobacter sp. THAF37,25,54,12,22,0,0,0,0
Sulfitobacter sp. SK011,13,12,0,0,0,0,0,0
Sulfitobacter sp. D7,15,12,0,0,0,0,0,0
Sulfitobacter pseudonitzschiae,34,26,177,49,70,96,186,94
Rhodobacteraceae bacterium,79,88,35,68,39,52,47,77
Rhodobacteraceae bacterium BAR1,26,31,10,27,34,39,36,59
Rhodobacteraceae bacterium QY30,19,11,0,15,32,17,14,11
Rhodobacteraceae bacterium 9Alg 56,17,14,12,25,39,31,0,39
Rhodobacteraceae bacterium SC52,16,0,0,0,0,0,0,0
Phaeobacter gallaeciensis,50,26,0,38,0,0,0,0
Phaeobacter inhibens,30,27,21,22,0,0,0,0
Phaeobacter porticola,15,20,0,15,0,0,0,0
Roseovarius sp. THAF9,32,0,0,0,0,0,0,0
Roseovarius sp. MME-070,11,14,0,14,0,0,0,0
Roseovarius indicus,35,13,155,39,0,0,0,0
Rhodovulum sp. P5,22,15,10,14,35,17,12,18
Rhodovulum sp. MB263,21,22,10,25,29,24,10,13
Rhodovulum sulfidophilum,37,14,14,14,0,0,0,0
Leisingera methylohalidivorans,26,18,0,20,0,0,0,0
Leisingera aquaemixtae,22,35,18,18,0,0,0,0
Cereibacter sphaeroides,31,37,341,79,130,220,344,185
Pseudogemmobacter blasticus,17,28,0,17,0,0,0,0
Rhodobacter sp. LPB0142,16,40,0,24,0,0,0,0
Ruegeria sp. THAF33,22,51,196,41,56,122,198,82
Ruegeria sp. TM1040,16,14,0,22,0,0,0,0
Ruegeria pomeroyi,13,0,0,0,0,0,0,0
Celeribacter baekdonensis,21,0,23,24,0,20,39,17
Stappia indica,28,13,0,14,0,0,0,0
Stappia sp. ES.058,18,24,17,22,27,19,11,14
Octadecabacter temperatus,13,17,185,33,36,104,143,85
Octadecabacter sp. SW4,15,0,0,0,0,0,0,0
Octadecabacter antarcticus,10,13,0,13,28,20,17,33
Pannonibacter phragmitetus,125,175,59,102,174,97,48,52
Tritonibacter mobilis,56,68,25,38,23,21,18,33
Roseivivax sp. THAF30,41,0,22,34,0,0,0,0
Ketogulonicigenium vulgare,24,13,14,28,65,36,34,42
Ketogulonicigenium robustum,17,0,0,0,0,0,0,0
Yangia pacifica,23,16,17,16,38,17,12,14
Yangia sp. CCB-MM3,14,0,0,0,0,0,0,0
Roseobacter ponti,17,22,0,13,0,0,0,0
Gemmobacter sp. HYN0069,34,24,14,34,77,58,34,42
Pseudovibrio sp. FO-BEG1,33,52,95,42,49,46,75,52
Pseudohalocynthiibacter aestuariivivens,32,27,10,25,46,26,18,28
Tabrizicola piscis,22,49,368,70,74,152,335,157
Rhodobaca barguzinensis,20,15,0,11,0,0,0,0
Jannaschia sp. CCS1,20,22,11,21,41,23,17,16
Antarctobacter heliothermus,20,21,12,28,29,40,24,48
Defluviimonas alba,29,19,0,19,0,0,0,0
Parasedimentitalea marina
 
 
 <species>
 
,18,12,0,0,0,0,0,0
Sagittula sp. P11,27,0,0,0,18,12,0,0
Litoreibacter sp. LN3S51,16,14,0,0,0,0,0,0
Yoonia vestfoldensis,17,20,203,48,37,74,202,91
Monaibacterium sp. ALG8,16,18,0,13,0,0,0,0
Halocynthiibacter arcticus,14,30,15,29,27,24,19,22
Thalassobius gelatinovorus,14,17,0,14,0,0,0,0
Mameliella alba,16,0,12,15,23,14,17,17
Oceanicola sp. D3,13,21,0,15,0,0,0,0
Thioclava nitratireducens,14,13,0,27,60,44,29,34
Haematobacter massiliensis,27,51,0,23,0,0,0,0
Dinoroseobacter shibae,18,14,0,0,0,0,0,0
Thalassococcus sp. S3,12,0,0,16,25,14,21,15
Tateyamaria omphalii,11,0,0,0,0,0,0,0
Silicimonas algicola,11,23,10,0,24,13,0,0
Paraoceanicella profunda,12,21,168,27,29,83,157,75
Hyphomonas sp. Mor2,24,14,0,0,0,0,0,0
Hyphomonas sp. CACIAM 19H1,24,32,13,29,0,0,0,0
Hyphomonas neptunium,26,18,0,0,0,0,0,0
Hirschia baltica,30,29,0,22,0,0,0,0
Glycocaulis alkaliphilus,22,23,15,18,39,21,14,28
Maricaulis maris,14,11,13,13,35,17,15,16
Sphingomonas sp. IC081,35,26,23,45,85,46,40,25
Sphingomonas sp. MM-1,39,48,212,46,52,138,209,98
Sphingomonas sp. XS-10,21,47,207,61,96,107,172,120
Sphingomonas sp. AAP5,22,27,12,25,26,13,15,0
Sphingomonas sp. AP4-R1,18,0,0,0,0,0,0,0
Sphingomonas sp. Cra20,18,0,0,0,0,0,0,0
Sphingomonas sp. LM7,15,0,0,0,0,0,0,0
Sphingomonas sp. NBWT7,18,12,0,13,28,20,0,0
Sphingomonas sp. CL5.1,14,10,0,0,0,0,0,0
Sphingomonas sp. LMO-1,12,10,0,11,16,0,0,0
Sphingomonas sp. LK11,14,18,11,18,30,30,16,13
Sphingomonas sp. YZ-8,11,15,0,10,0,0,0,0
Sphingomonas sp. KC8,10,20,0,11,0,0,0,0
Sphingomonas sanxanigenens,42,34,24,50,74,66,37,44
Sphingomonas taxi,26,38,163,50,30,76,184,75
Sphingomonas koreensis,34,0,0,26,43,0,18,0
Rhizorhabdus wittichii,24,0,13,32,84,28,15,36
Sphingomonas panacis,15,0,0,14,48,26,14,13
Sphingobium sp. SYK-6,26,17,0,23,32,29,11,14
Sphingobium sp. SCG-1,19,30,149,40,86,133,158,95
Sphingobium sp. CAP-1,21,17,0,0,0,0,0,0
Sphingobium sp. EP60837,15,22,18,24,52,28,15,48
Sphingobium sp. YG1,16,32,261,83,43,106,228,102
Sphingobium yanoikuyae,107,94,41,78,105,57,34,29
Sphingobium cloacae,36,0,0,0,0,0,0,0
Sphingobium herbicidovorans,25,23,85,50,66,76,150,78
Sphingobium fuliginis,46,0,0,0,0,0,0,0
Novosphingobium sp. ABRDHK2,26,29,16,24,44,21,13,13
Novosphingobium sp. P6W,16,0,0,0,0,0,0,0
Novosphingobium sp. THN1,13,0,0,0,0,0,0,0
Novosphingobium sp. Gsoil 351,10,0,0,0,0,0,0,0
Novosphingobium resinovorum,48,0,0,26,0,0,0,0
Caenibius tardaugens,34,31,17,26,22,22,0,10
Novosphingobium pentaromativorans,50,0,0,21,48,23,15,14
Novosphingobium ginsenosidimutans,12,0,0,0,0,0,0,0
Sphingopyxis sp. PAMC25046,22,0,0,0,0,0,0,0
Sphingopyxis macrogoltabida,41,23,0,15,17,0,0,0
Sphingorhabdus sp. M41,23,18,16,27,67,46,31,29
Sphingorhabdus sp. YGSMI21,20,0,0,0,0,0,0,0
Sphingorhabdus sp. SMR4y,19,18,14,19,17,19,0,23
Sphingorhabdus sp. JK6,12,26,166,44,34,93,157,84
Sphingorhabdus lacus,31,34,19,39,39,20,18,11
Zymomonas mobilis,48,59,190,76,106,119,169,134
Sphingosinicella sp. BN140058,18,17,0,17,0,0,0,0
Sphingosinicella microcystinivorans,13,0,0,0,0,0,0,0
Parasphingopyxis algicola,20,20,10,22,40,31,13,15
Sandaracinobacter sp. M6,16,0,0,10,0,0,0,0
Rhizorhabdus dicambivorans,23,16,0,0,34,18,14,12
Tardibacter chloracetimidivorans,22,0,0,0,0,0,0,0
Altererythrobacter sp. ZODW24,17,18,12,16,0,0,0,0
Altererythrobacter sp. NS1,16,10,0,17,32,18,23,41
Altererythrobacter sp. BO-6,15,15,0,0,0,0,0,0
Altererythrobacter sp. B11,15,0,0,0,0,0,0,0
Altererythrobacter atlanticus,41,28,0,32,24,23,13,31
Altererythrobacter ishigakiensis,22,30,0,15,0,0,0,0
Altererythrobacter namhicola,19,0,0,0,0,0,0,0
Altererythrobacter epoxidivorans,15,0,0,0,0,0,0,0
Altererythrobacter mangrovi,13,17,10,25,31,34,31,54
Altererythrobacter marensis,10,12,0,18,35,0,10,0
Erythrobacter sp. HL-111,19,0,0,0,34,17,14,11
Erythrobacter sp. KY5,19,11,0,0,0,0,0,0
Erythrobacter sp. EB310,18,0,0,0,0,0,0,0
Erythrobacter sp. THAF29,18,30,23,35,124,84,43,45
Erythrobacter sp. HKB08,11,17,15,26,57,44,26,34
Erythrobacter litoralis,34,36,15,41,49,29,33,39
Erythrobacter flavus,23,0,0,0,0,0,0,0
Erythrobacter seohaensis,13,0,0,0,0,0,0,0
Erythrobacter gangjinensis,12,13,0,0,0,0,0,0
Erythrobacter aureus,10,0,0,0,0,0,0,0
Porphyrobacter sp. CACIAM 03H1,22,28,0,30,84,41,27,16
Porphyrobacter neustonensis,15,22,182,35,48,102,164,85
Croceicoccus naphthovorans,26,0,0,0,0,0,0,0
Azospirillum brasilense,94,43,57,84,145,118,65,46
Azospirillum sp. TSH100,37,40,25,53,90,54,40,43
Azospirillum sp. TSH58,32,0,0,0,0,0,0,0
Azospirillum ramasamyi,44,57,484,84,52,195,446,210
Azospirillum lipoferum,40,32,0,40,0,0,0,0
Azospirillum thiophilum,24,23,25,17,0,0,0,0
Azospirillum thermophilum,22,31,197,29,40,107,189,88
Azospirillum humicireducens,21,0,0,0,0,0,0,0
Thalassospira marina,37,28,0,27,0,0,0,0
Thalassospira indica,31,52,96,37,17,52,72,43
Thalassospira xiamenensis,20,43,339,83,77,136,309,153
Magnetospirillum gryphiswaldense,17,13,0,0,15,0,14,0
Paramagnetospirillum magneticum,25,23,12,21,38,17,13,11
Rhodospirillum centenum,27,0,0,0,0,0,0,0
Rhodospirillum rubrum,16,0,0,0,0,0,0,0
Nitrospirillum amazonense,43,28,0,22,0,0,0,0
Tistrella mobilis,41,22,18,37,63,55,38,50
Indioceanicola profundi,31,21,13,29,29,16,16,12
Pararhodospirillum photometricum,26,17,0,18,0,0,0,0
Haematospirillum jordaniae,25,13,0,10,25,16,0,0
Candidatus Endolissoclinum faulkneri,23,23,147,39,31,72,139,81
Ferrovibrio terrae,21,30,12,21,0,0,0,0
Niveispirillum cyanobacteriorum,22,18,0,0,0,0,0,0
Hypericibacter adhaerens,14,0,0,0,0,0,0,0
Magnetospira sp. QH-2,16,0,0,0,0,0,0,0
Rhodospirillaceae bacterium B3,11,0,0,0,0,0,0,0
Acetobacter persici,39,29,0,24,0,0,0,0
Acetobacter pasteurianus,52,84,0,59,0,0,0,0
Acetobacter aceti,30,44,112,59,55,65,98,46
Acetobacter orientalis,22,38,20,23,0,0,0,0
Acetobacter tropicalis,30,47,0,31,0,0,0,0
Acetobacter ascendens,20,26,66,17,0,25,51,25
Komagataeibacter xylinus,45,70,153,83,127,122,0,0
Komagataeibacter medellinensis,25,16,0,15,0,0,0,0
Novacetimonas hansenii,16,0,0,13,0,0,0,0
Komagataeibacter oboediens,15,18,113,16,20,56,122,57
Komagataeibacter nataicola,15,34,315,45,42,152,475,217
Komagataeibacter saccharivorans,13,15,0,0,0,0,0,0
Gluconobacter oxydans,40,53,161,64,61,122,171,98
Gluconobacter albidus,25,21,16,24,0,0,0,0
Gluconobacter thailandicus,15,0,0,0,0,0,0,0
Acetobacteraceae bacterium,69,79,384,125,127,231,337,187
Granulibacter bethesdensis,47,53,18,35,0,0,0,0
Neokomagataea tanensis,27,54,184,65,64,100,203,100
Roseomonas gilardii,22,25,31,26,49,29,26,21
Asaia bogorensis,21,29,21,30,26,19,15,10
Bombella sp. KACC 21507,17,23,13,23,33,29,18,22
Stella humosa,17,0,0,0,0,0,0,0
Gluconacetobacter diazotrophicus,15,11,14,21,29,21,10,17
Parasaccharibacter apium,14,0,0,0,0,0,0,0
Swingsia samuiensis,13,10,49,0,12,21,48,22
Wolbachia endosymbiont of Folsomia candida,24,0,0,41,0,0,0,0
Wolbachia pipientis,52,44,0,0,0,0,0,0
Ehrlichia ruminantium,27,33,155,45,31,69,163,78
Ehrlichia muris,24,12,0,14,0,0,0,0
Ehrlichia chaffeensis,19,15,0,11,0,0,0,0
Rickettsia canadensis,14,28,163,37,37,73,175,70
Rickettsia bellii,50,14,0,68,0,0,0,0
Rickettsia typhi,17,0,0,0,0,0,0,0
Rickettsia endosymbiont of Bemisia tabaci,12,0,0,0,0,0,0,0
Orientia tsutsugamushi,22,21,12,27,22,22,17,29
Candidatus Sneabacter namystus,11,0,0,0,0,0,0,0
Candidatus Phycorickettsia trachydisci,16,30,0,15,0,0,0,0
Rickettsiales endosymbiont of Stachyamoeba lipophora,19,26,0,12,0,0,0,0
Rickettsiales bacterium Ac37b,11,19,10,19,25,21,21,40
Candidatus Midichloria mitochondrii,19,24,0,20,0,0,0,0
Brevundimonas sp. LM2,24,58,133,45,61,73,122,70
