species,abundence_cols.Healthy_stool_100_100,abundence_cols.Healthy_stool_100_10,abundence_cols.Healthy_stool_100_1,abundence_cols.Healthy_stool_100_50,abundence_cols.Healthy_stool_10_100,abundence_cols.Healthy_stool_10_10,abundence_cols.Healthy_stool_10_1,abundence_cols.Healthy_stool_10_50
Legionella oakridgensis,21,15,0,0,0,0,0,0
Legionella clemsonensis,16,0,0,0,0,0,0,0
Legionella jordanis,11,0,0,10,20,17,11,19
Legionella adelaidensis,10,0,0,0,0,0,0,0
Legionella anisa,11,0,0,0,0,0,0,0
Fluoribacter dumoffii,17,0,0,0,0,0,0,0
Tatlockia micdadei,11,11,0,0,0,0,0,0
Aquicella siphonis,26,32,147,36,28,99,208,87
Aquicella lusitana,26,16,10,19,0,0,0,0
Candidatus Rickettsiella viridis,14,0,0,0,0,0,0,0
Microbulbifer sp. SH-1,45,34,20,32,69,31,34,23
Microbulbifer sp. THAF38,22,21,0,14,22,19,20,29
Microbulbifer sp. ALW1,20,13,0,19,0,0,0,0
Microbulbifer agarilyticus,21,26,19,36,0,0,21,0
Microbulbifer hydrolyticus,19,20,11,25,72,60,36,74
Microbulbifer thermotolerans,16,33,15,0,23,0,0,0
Cellvibrio sp. PSBB006,17,0,0,15,0,0,0,0
Cellvibrio sp. PSBB023,15,16,12,0,0,0,0,0
Cellvibrio sp. KY-GH-1,15,17,10,0,0,0,0,0
Cellvibrio sp. KY-YJ-3,12,11,0,0,0,0,0,0
Cellvibrio japonicus,14,15,0,0,0,0,0,0
Agarilytica rhodophyticola,32,19,18,19,12,20,10,26
Saccharophagus degradans,24,0,0,11,0,0,0,0
Simiduia agarivorans,23,0,0,0,0,0,0,0
Teredinibacter turnerae,14,0,12,11,0,0,10,0
Halioglobus maricola,27,19,0,16,0,0,0,0
Halioglobus japonicus,23,22,12,22,0,0,0,0
Halioglobus pacificus,19,10,10,14,11,0,0,0
Kineobactrum sp. M2,25,17,13,14,0,0,0,0
Spongiibacter sp. IMCC21906,26,18,0,17,0,0,0,0
Zhongshania aliphaticivorans,10,27,123,34,103,109,136,138
Methylomonas sp. GJ1,25,32,0,20,0,0,0,0
Methylomonas sp. LW13,18,35,298,40,63,157,331,137
Methylomonas denitrificans,33,43,21,43,0,0,0,0
Methylomonas methanica,18,30,12,21,0,0,0,0
Methylococcus sp. IM1,31,12,0,12,0,0,0,0
Methylococcus capsulatus,19,23,14,16,0,0,0,0
Methylomicrobium album,25,22,0,30,0,0,0,0
Candidatus Methylospira mobilis,31,22,10,17,0,0,0,0
Methylocaldum marinum,27,49,22,29,0,0,0,0
Methylovulum psychrotolerans,18,15,0,0,0,0,0,0
Bathymodiolus thermophilus thioautotrophic gill symbiont,22,14,0,13,0,0,0,0
Bathymodiolus septemdierum thioautotrophic gill symbiont,14,31,60,19,11,31,41,35
Candidatus Vesicomyosocius okutanii,12,0,0,10,0,0,0,0
Candidatus Thioglobus sp. NP1,22,12,0,12,0,0,0,0
Candidatus Thioglobus autotrophicus,12,10,0,0,0,0,0,0
Pseudohongiella spirulinae,43,46,19,35,22,26,0,31
Gallaecimonas mangrovi,37,37,32,47,30,37,23,44
Sedimenticola thiotaurini,25,11,12,0,0,0,0,0
Candidatus Palibaumannia cicadellinicola,15,17,0,17,0,0,0,0
Thiolapillus brandeum,15,16,0,11,10,0,0,0
Candidatus Reidiella endopervernicosa,12,13,31,0,0,0,22,0
Gammaproteobacteria bacterium DM2,31,46,164,67,33,77,175,90
gamma proteobacterium SS-5,19,0,0,16,0,0,0,0
endosymbiont of unidentified scaly snail isolate Monju,18,10,0,0,0,0,0,0
Gammaproteobacteria bacterium ESL0073,14,0,0,10,0,0,0,0
Gilliamella apicola,74,39,0,16,0,0,0,0
Frischella perrara,12,11,25,0,0,17,27,15
Orbus sp. IPMB12,10,21,0,11,0,0,0,0
Sulfuricaulis limicola,44,18,13,19,0,0,0,0
Solimonas sp. K1W22B-7,21,21,12,28,0,0,0,0
Sinimarinibacterium sp. NLF-5-8,18,25,127,32,44,125,195,123
Steroidobacter denitrificans,12,0,0,0,0,0,0,0
Cardiobacterium hominis,18,0,0,13,0,0,0,0
Dichelobacter nodosus,14,12,12,21,54,38,20,47
Immundisolibacter cernigliae,17,0,0,0,0,0,0,0
Cupriavidus metallidurans,192824,39677,15649,57246,0,0,0,0
Cupriavidus sp. USMAA2-4,951,186,84,249,0,0,0,0
Cupriavidus basilensis,538,86,46,112,0,0,0,0
Cupriavidus pauculus,460,101,44,140,0,0,0,0
Cupriavidus campinensis,438,94,31,139,0,0,0,0
Cupriavidus taiwanensis,405,139,133,144,111,119,81,92
Cupriavidus necator,300,62,22,81,0,0,0,0
Cupriavidus oxalaticus,148,24,22,44,0,0,23,0
Cupriavidus pinatubonensis,77,14,0,24,0,0,0,0
Cupriavidus gilardii,36,14,0,19,144,64,0,0
Cupriavidus nantongensis,21,0,0,0,0,0,0,0
Burkholderia multivorans,50,0,0,17,0,0,0,0
Burkholderia cepacia,62,81,44,38,0,0,0,0
Burkholderia cenocepacia,62,0,0,27,0,0,0,0
Burkholderia ubonensis,40,31,0,27,0,0,0,0
Burkholderia dolosa,18,12,0,0,0,0,0,0
Burkholderia contaminans,26,0,0,0,0,0,0,0
Burkholderia vietnamiensis,31,60,0,46,82,0,0,0
Burkholderia stabilis,14,0,0,0,0,0,0,0
Burkholderia sp. DHOD12,35,18,0,15,0,0,0,0
Burkholderia sp. THE68,25,0,0,0,0,0,0,0
Burkholderia sp. PAMC 26561,27,0,0,0,0,0,0,0
Burkholderia sp. LA-2-3-30-S1-D2,13,0,0,0,0,0,0,0
Burkholderia sp. IDO3,12,0,0,0,0,0,0,0
Burkholderia sp. RPE67,27,44,33,50,73,34,36,30
Burkholderia sp. Bp7605,10,0,0,0,0,0,0,0
Burkholderia sp. NRF60-BP8,11,0,20,36,50,55,26,20
Burkholderia pseudomallei,104,44,0,44,0,0,0,0
Burkholderia gladioli,23,15,0,15,0,0,0,0
Burkholderia glumae,14,14,0,0,31,0,0,0
Burkholderia insecticola,11,0,0,10,0,0,0,0
Paraburkholderia sp. 7Q-K02,20,0,0,13,0,0,0,0
Paraburkholderia sp. DHF22,18,19,0,0,0,0,0,0
Paraburkholderia sp. SOS3,13,0,0,0,0,0,0,0
Paraburkholderia sp. Msb3,19,0,0,0,0,0,0,0
Paraburkholderia sp. 7MH5,12,11,0,0,0,0,0,0
Paraburkholderia sp. PGU19,19,0,0,0,0,0,0,0
Paraburkholderia caribensis,72,59,23,45,0,0,0,0
Paraburkholderia phytofirmans,28,22,0,40,79,89,61,81
Paraburkholderia sprentiae,24,0,10,17,18,0,0,0
Paraburkholderia xenovorans,31,51,18,39,37,0,0,0
Paraburkholderia dokdonella,21,15,0,0,21,0,17,0
Paraburkholderia phymatum,24,27,23,38,46,41,0,27
Paraburkholderia aromaticivorans,23,0,12,0,40,34,28,22
Paraburkholderia tropica,18,11,0,0,0,0,0,0
Paraburkholderia caffeinilytica,18,0,0,0,0,0,0,0
Paraburkholderia caledonica,15,0,0,0,0,0,0,0
Paraburkholderia megapolitana,13,0,0,0,0,0,0,0
Paraburkholderia hospita,21,0,0,0,0,0,0,0
Paraburkholderia phenoliruptrix,13,0,0,0,0,0,0,0
Paraburkholderia terricola,10,0,0,0,0,0,0,0
Pandoraea pnomenusa,180,31,18,74,0,0,0,0
Pandoraea thiooxydans,29,10,0,12,17,0,0,0
Pandoraea sp. XY-2,23,12,14,16,110,46,41,34
Pandoraea vervacti,25,21,0,22,0,0,0,0
Pandoraea fibrosis,20,14,0,22,0,0,0,0
Pandoraea apista,14,17,0,0,0,0,0,0
Pandoraea faecigallinarum,13,0,0,0,0,0,0,0
Polynucleobacter necessarius,78,35,18,29,0,0,0,0
Polynucleobacter sp. MWH-UH21B,43,24,0,13,0,0,0,0
Polynucleobacter sp. LimPoW16,20,20,0,27,0,0,0,0
Polynucleobacter paneuropaeus,34,43,137,36,30,88,123,77
Polynucleobacter duraquae,34,21,12,18,13,0,0,0
Polynucleobacter asymbioticus,27,19,14,34,78,40,35,68
Polynucleobacter wuianus,28,0,0,0,0,0,0,0
Polynucleobacter difficilis,23,18,0,15,0,0,0,0
Ralstonia solanacearum,145,72,0,62,0,0,0,0
Ralstonia insidiosa,30,0,28,20,0,0,52,0
Ralstonia pickettii,29,0,0,0,0,0,0,0
Lautropia mirabilis,29,0,28,15,0,13,22,0
Chitinimonas arctica,25,22,21,24,0,0,0,0
Limnobacter sp. SAORIC-580,22,18,15,26,0,0,0,0
Mycetohabitans rhizoxinica,22,20,0,13,26,10,0,0
Mycoavidus cysteinexigens,12,10,0,0,19,0,13,0
Burkholderiales bacterium YL45,1808,480,173,700,41,48,18,37
Burkholderiales bacterium JOSHI_001,24,10,0,13,0,0,0,0
Burkholderiales bacterium GJ-E10,16,17,0,0,0,0,0,0
Acidovorax sp. JMULE5,38,0,0,0,0,0,13,0
Acidovorax sp. KKS102,37,0,0,0,0,0,0,0
Acidovorax sp. 16-35-5,27,18,0,0,0,0,0,0
Acidovorax sp. RAC01,27,36,103,45,63,117,165,78
Acidovorax sp. 1608163,20,11,0,10,0,0,0,0
Acidovorax sp. T1,22,0,0,21,0,0,0,0
Acidovorax sp. HDW3,10,0,0,16,34,23,16,0
[Acidovorax] ebreus,243,0,0,83,0,0,0,0
Paracidovorax avenae,43,32,38,38,46,25,52,35
Acidovorax carolinensis,20,16,0,17,0,0,0,0
Variovorax sp. PAMC 28711,28,48,21,22,0,0,0,0
Variovorax sp. PMC12,27,0,0,0,0,0,0,0
Variovorax sp. HW608,17,0,0,0,0,0,0,0
Variovorax sp. WDL1,42,31,0,0,0,0,0,0
Variovorax paradoxus,85,42,36,38,27,24,12,0
Comamonas testosteroni,101,90,73,59,70,87,86,79
Comamonas sp. NLF-7-7,32,17,0,27,87,47,0,25
Comamonas koreensis,28,10,0,10,0,0,0,0
Comamonas kerstersii,19,0,0,0,0,0,0,0
Comamonas thiooxydans,21,0,0,0,56,0,0,0
Comamonas piscis,10,26,245,48,58,157,289,122
Rhodoferax antarcticus,35,19,12,16,0,0,0,0
Rhodoferax sediminis,33,29,15,13,0,0,0,0
Rhodoferax sp. BAB1,32,0,0,0,0,0,0,0
Rhodoferax ferrireducens,26,12,0,25,0,0,0,0
Rhodoferax koreense,12,0,0,0,0,0,0,0
Rhodoferax saidenbachensis,11,0,0,0,0,0,0,0
Hydrogenophaga sp. PBC,29,16,0,17,0,0,0,0
Hydrogenophaga sp. RAC07,18,10,0,20,60,34,19,31
Hydrogenophaga sp. NH-16,33,30,0,48,173,109,71,99
Hydrogenophaga sp. PAMC20947,14,0,0,0,0,0,0,0
Hydrogenophaga sp. BA0156,13,0,0,0,0,0,0,0
Diaphorobacter sp. HDW4B,56,18,0,26,0,0,0,0
Diaphorobacter sp. HDW4A,48,11,0,18,0,0,0,0
Diaphorobacter nitroreducens,54,66,0,0,0,0,0,0
Polaromonas vacuolata,34,21,18,28,17,0,0,0
Polaromonas sp. JS666,24,0,0,0,0,0,0,0
Delftia tsuruhatensis,60,0,0,0,0,0,0,0
Alicycliphilus denitrificans,95,43,42,42,0,30,29,0
Melaminivora sp. SC2-9,48,20,0,18,89,0,0,21
Limnohabitans sp. 63ED37-2,19,10,0,17,0,0,0,0
Limnohabitans sp. 103DPR2,12,13,0,11,55,25,37,35
Ottowia oryzae,21,14,0,15,11,16,0,0
Serpentinomonas raichei,17,0,0,0,43,17,13,18
Ramlibacter tataouinensis,16,0,0,13,0,0,0,0
Bordetella sp. N,16,0,0,0,0,0,0,0
Bordetella sp. HZ20,15,12,79,24,27,41,123,56
Bordetella sp. H567,14,0,0,0,0,0,0,0
Bordetella genomosp. 9,41,25,0,12,0,0,0,0
Bordetella avium,32,13,0,17,33,21,10,12
Bordetella hinzii,35,16,0,23,0,0,0,0
Bordetella trematum,23,50,299,90,158,320,465,266
Bordetella pseudohinzii,34,0,0,0,0,0,0,0
Bordetella petrii,21,0,0,12,0,0,0,0
Bordetella flabilis,19,0,0,15,0,0,0,0
Bordetella holmesii,32,39,26,40,0,0,0,0
Bordetella genomosp. 13,15,0,0,0,0,0,0,0
Bordetella bronchialis,13,0,0,0,0,0,0,0
Achromobacter xylosoxidans,112,66,32,92,71,0,36,34
Achromobacter spanius,32,13,0,24,0,0,0,0
Achromobacter sp. AONIH1,12,0,0,0,0,0,0,0
Achromobacter denitrificans,32,42,26,39,63,53,31,20
Achromobacter insolitus,16,10,0,0,0,0,0,0
Alcaligenes faecalis,171,103,42,107,0,0,0,0
Pusillimonas sp. ye3,61,50,245,101,95,163,289,147
Pusillimonas sp. DMV24BSW_D,20,0,0,15,0,0,0,0
Pusillimonas sp. T7-7,12,0,0,12,0,0,0,0
Taylorella equigenitalis,42,28,182,51,44,75,149,86
Taylorella asinigenitalis,20,10,0,0,0,0,0,0
Advenella mimigardefordensis,21,11,0,11,0,0,0,0
Advenella kashmirensis,10,0,0,0,16,0,0,0
Alcaligenaceae bacterium SJ-26,24,0,0,0,0,0,0,0
Castellaniella defragrans,23,24,25,40,145,77,46,45
Pelistega sp. NLN63,21,18,0,19,0,0,0,0
Basilea psittacipulmonis,21,0,0,0,0,0,0,0
Pigmentiphaga aceris,16,13,0,11,0,0,0,0
Orrella dioscoreae,20,10,0,0,0,0,0,0
Kerstersia gyiorum,19,11,0,0,0,0,0,0
Massilia sp. NR 4-1,37,0,0,0,0,0,0,0
Massilia sp. WG5,39,32,36,71,0,0,0,0
Massilia lutea,45,24,0,0,34,0,0,0
Massilia plicata,32,27,0,22,0,0,0,0
Massilia oculi,27,13,11,24,131,80,34,52
Massilia armeniaca,28,0,0,0,0,0,0,0
Massilia violaceinigra,19,0,0,0,0,0,0,0
Massilia umbonata,22,20,21,19,48,39,27,0
Massilia albidiflava,15,19,0,0,0,0,0,0
Janthinobacterium sp. B9-8,34,20,15,34,20,0,0,0
Janthinobacterium sp. 1_2014MBL_MicDiv,32,12,0,0,0,0,0,0
Janthinobacterium sp. 17J80-10,22,19,0,20,0,0,0,0
Janthinobacterium sp. Marseille,33,29,0,20,0,0,0,0
Janthinobacterium sp. LM6,22,40,230,64,77,130,279,139
Janthinobacterium agaricidamnosum,37,58,349,104,102,190,313,191
Janthinobacterium lividum,31,24,24,24,42,31,14,11
Herbaspirillum rubrisubalbicans,26,58,313,71,121,252,349,195
Herbaspirillum huttiense,22,19,0,0,0,0,0,0
Herbaspirillum sp. meg3,14,0,0,0,0,0,0,0
Herbaspirillum seropedicae,13,0,0,14,39,17,13,17
Collimonas fungivorans,49,24,0,10,0,0,0,0
Collimonas pratensis,27,13,15,38,50,26,16,21
Collimonas arenae,10,13,0,0,0,0,0,0
Undibacterium sp. YM2,34,21,0,0,0,0,0,0
Undibacterium parvum,29,44,0,20,0,0,0,0
Oxalobacter formigenes,42,29,0,29,0,0,0,0
Duganella sp. GN2-R2,21,23,0,14,0,0,0,0
Duganella sp. AF9R3,20,18,11,39,92,39,31,30
Herminiimonas arsenitoxidans,35,32,14,24,0,0,0,0
Noviherbaspirillum sp. UKPF54,23,0,0,0,0,0,0,0
Sutterella megalosphaeroides,156,66,32,85,81,62,36,27
Sutterella faecalis,108,43,20,56,0,0,0,0
Thiomonas sp. X19,34,0,0,0,52,0,0,0
Rhizobacter gummiphilus,32,24,24,26,94,52,24,35
Mitsuaria sp. 7,24,0,0,0,0,0,0,0
Methylibium sp. Pch-M,18,25,237,40,50,129,224,114
Paucibacter sp. KCTC 42545,19,22,99,31,28,50,103,45
Rubrivivax gelatinosus,17,0,29,0,0,13,25,11
Inhella inkyongensis,16,0,0,0,0,0,0,0
Leptothrix cholodnii,14,0,12,28,49,40,21,15
Aquabacterium olei,11,0,0,10,0,0,0,0
Roseateles depolymerans,11,0,0,0,0,0,0,0
Neisseria polysaccharea,285,111,0,95,0,0,0,0
Neisseria sp. oral taxon 014,32,18,0,23,0,0,0,0
Neisseria sp. KEM232,25,26,0,12,0,0,0,0
Neisseria sp. 10022,13,17,0,15,0,0,0,0
Neisseria animalis,57,65,45,20,0,14,22,0
Neisseria animaloris,40,29,28,0,0,0,0,0
Neisseria shayeganii,37,38,175,51,36,90,151,81
Neisseria zoodegmatis,38,13,0,22,0,0,0,0
Neisseria wadsworthii,32,21,35,23,105,96,69,94
Neisseria canis,31,48,46,29,86,48,58,39
Neisseria gonorrhoeae,31,0,0,18,0,0,0,0
Neisseria weaveri,27,32,71,21,0,23,67,31
Neisseria dentiae,26,11,0,12,0,0,0,0
Neisseria meningitidis,37,0,0,31,0,0,0,0
Neisseria zalophi,21,19,39,25,49,34,55,35
Neisseria brasiliensis,19,14,0,12,0,0,0,0
Neisseria elongata,17,16,0,0,0,0,0,0
Neisseria mucosa,16,0,0,15,0,0,0,0
Neisseria bacilliformis,13,0,0,0,0,0,0,0
Neisseria sicca,13,32,0,22,0,0,0,0
Neisseria chenwenguii,11,0,0,0,35,14,18,14
Kingella kingae,38,63,21,36,0,0,0,0
Kingella oralis,13,12,0,12,0,0,0,0
Eikenella corrodens,30,14,0,11,0,0,0,0
Neisseriaceae bacterium DSM 100970,25,15,0,10,0,0,0,0
Snodgrassella alvi,24,11,0,11,0,0,0,0
Conchiformibius steedae,17,14,10,18,0,0,0,0
Crenobacter cavernae,19,0,0,0,0,0,0,0
Simonsiella muelleri,13,0,23,0,0,15,15,0
Chitinolyticbacter meiyuanensis,10,13,0,0,0,0,0,0
Chromobacterium sp. ATCC 53434,42,0,0,17,0,0,0,0
Chromobacterium sp. 257-1,18,0,0,0,0,0,0,0
Chromobacterium violaceum,45,0,0,28,0,0,0,0
Chromobacterium vaccinii,25,39,0,29,0,0,0,0
Iodobacter sp. H11R3,16,17,0,0,0,0,0,0
Aquitalea magnusonii,34,13,0,0,0,0,0,0
Aquitalea sp. THG-DN7.12,17,0,0,0,0,0,0,0
Aquitalea denitrificans,27,51,0,31,0,0,0,0
Chitinibacter sp. 2T18,28,35,0,24,0,0,0,0
Chitinibacter fontanus,13,18,14,15,61,26,23,20
Laribacter hongkongensis,27,13,12,15,0,0,0,0
Jeongeupia sp. USM3,25,28,10,14,0,0,0,0
Aquaspirillum sp. LM1,22,0,0,0,20,0,0,0
Pseudogulbenkiania sp. NH8B,21,24,317,81,82,197,240,177
Vogesella sp. LIG4,17,0,0,0,22,0,0,0
Deefgea sp. D17,15,18,0,16,0,0,0,0
Microvirgula aerodenitrificans,10,47,13,25,29,23,0,12
Candidatus Methylopumilus universalis,29,32,17,22,0,0,0,0
Candidatus Methylopumilus turicensis,24,11,0,0,0,0,0,0
Candidatus Methylopumilus planktonicus,15,0,0,0,0,0,0,0
Methylophilus sp. TWE2,28,0,0,11,0,0,0,0
Methylophilus medardicus,16,0,0,10,0,0,0,0
Methylotenera mobilis,34,15,0,12,0,0,0,0
Methylobacillus flagellatus,15,0,0,0,0,0,0,0
Sulfuriferula nivalis,34,19,0,29,0,0,0,0
Sulfuriferula sp. AH1,27,17,0,17,0,0,0,0
Sulfuriferula plumbiphila,15,18,12,17,72,35,23,18
Gallionella capsiferriformans,20,17,0,22,25,21,24,15
Sulfuricella denitrificans,20,35,13,24,35,23,10,22
Candidatus Nitrotoga sp. AM1P,17,18,12,11,49,27,20,21
Ferriphaselus amnicola,12,12,19,12,0,0,19,0
Nitrosomonas communis,22,15,0,14,0,0,0,0
Nitrosomonas sp. Is79A3,14,14,0,0,0,0,0,0
Nitrosomonas ureae,27,0,0,30,15,0,0,0
Nitrosomonas europaea,13,21,0,28,36,31,15,0
Nitrosospira lacus,40,27,0,24,0,0,0,0
Denitratisoma oestradiolicum,24,0,0,0,0,0,0,0
Denitratisoma sp. DHT3,22,21,17,37,134,106,51,29
Sterolibacteriaceae bacterium M52,30,22,17,19,141,58,35,29
Sterolibacteriaceae bacterium J5B,11,0,0,0,0,0,0,0
Sterolibacterium denitrificans,21,32,10,26,74,40,31,22
Sulfuritalea hydrogenivorans,12,0,11,14,39,21,11,0
Nitrosomonadales bacterium skT11,17,18,108,14,35,59,131,57
Nitrosomonadales bacterium Swamp67,26,0,257,76,111,167,256,138
Thiobacillus denitrificans,12,0,0,14,12,0,0,0
Parazoarcus communis,103,96,364,114,234,314,583,278
Azoarcus sp. KH32C,40,53,34,83,152,141,77,81
Azoarcus sp. SY39,24,25,0,20,0,0,0,0
Azoarcus sp. M9-3-2,14,0,16,26,61,30,27,16
Azoarcus olearius,27,13,0,12,0,0,0,0
Thauera sp. K11,13,11,0,0,0,0,0,0
Thauera humireducens,21,19,12,28,71,45,21,26
Thauera chlorobenzoica,22,27,0,16,0,0,0,0
Aromatoleum aromaticum,27,0,0,0,0,0,0,0
Dechloromonas sp. HYN0024,29,13,0,12,12,0,0,0
Dechloromonas aromatica (nom. nud.),26,17,0,24,0,0,0,0
Candidatus Kinetoplastidibacterium desouzai,27,19,0,0,0,0,0,0
Candidatus Kinetoplastidibacterium galati,18,0,0,0,0,0,0,0
Candidatus Kinetoplastibacterium sorsogonicusi,10,0,0,0,12,0,0,0
Casimicrobium huifangae,37,21,0,14,0,0,0,0
Candidatus Accumulibacter phosphatis,13,0,14,24,32,32,25,39
Betaproteobacteria bacterium GR16-43,12,0,0,0,0,0,0,0
Desulfovibrio piger,67054,13580,5185,19505,0,0,0,0
Desulfovibrio fairfieldensis,191,51,24,69,0,0,0,0
Nitratidesulfovibrio vulgaris,114,36,15,38,0,0,0,0
Desulfovibrio desulfuricans,101,56,62,71,73,56,41,37
Desulfovibrio sp. 86,64,43,0,30,0,0,0,0
Desulfovibrio sp. IOR2,27,0,13,21,51,27,16,19
Maridesulfovibrio salexigens,47,87,271,77,43,129,276,156
Desulfovibrio marinus,43,34,46,39,17,14,13,0
Oleidesulfovibrio alaskensis,45,29,19,20,0,0,0,0
Candidatus Desulfovibrio trichonymphae,30,48,158,45,21,79,181,92
Megalodesulfovibrio gigas,25,23,10,18,0,0,0,0
Desulfovibrio ferrophilus,23,14,0,11,0,0,0,0
Solidesulfovibrio carbinoliphilus,23,0,0,10,0,0,0,0
Solidesulfovibrio magneticus,24,15,0,19,0,0,0,0
Maridesulfovibrio hydrothermalis,16,27,169,63,42,105,201,103
Desulfovibrio carbinolicus,17,22,0,0,26,16,16,17
Desulfolutivibrio sulfodismutans,12,0,0,0,0,11,0,0
Pseudodesulfovibrio sp. zrk46,33,38,13,25,0,0,0,0
Pseudodesulfovibrio sp. SRB007,10,10,0,0,0,0,0,0
Pseudodesulfovibrio indicus,34,13,0,20,0,15,0,14
Pseudodesulfovibrio aespoeensis,27,32,31,29,0,26,31,24
Pseudodesulfovibrio piezophilus,26,38,18,32,42,20,13,24
Pseudodesulfovibrio profundus,21,18,0,17,0,0,0,0
Desulfocurvibacter africanus,22,19,16,19,40,33,19,12
Lawsonia intracellularis,16,0,0,0,0,0,0,0
Desulfomicrobium orale,30,22,0,23,0,0,0,0
Desulfomicrobium baculatum,25,22,11,17,0,0,0,0
Desulfohalobium retbaense,11,0,0,0,0,0,0,0
Desulfosarcina ovata,38,33,13,23,0,0,0,0
Desulfosarcina alkanivorans,39,30,28,35,0,0,28,0
Desulfosarcina widdelii,21,18,0,21,0,0,0,0
Desulfosudis oleivorans,49,48,43,31,0,27,43,19
Desulfococcus multivorans,39,59,25,38,0,0,0,0
Desulfobacter hydrogenophilus,49,33,16,36,0,0,0,0
Desulfobacter postgatei,33,61,111,47,16,47,83,29
Desulforapulum autotrophicum,44,37,16,34,63,23,35,52
Desulfobacula toluolica,43,58,23,59,0,0,0,11
Desulfatibacillum aliphaticivorans,19,18,130,28,19,61,124,58
Desulfopila sp. IMCC35005,48,41,15,17,0,0,0,0
Desulfopila sp. IMCC35004,38,32,14,30,0,0,0,0
Desulfobulbus propionicus,38,74,516,98,135,274,528,248
Desulfobulbus oralis,31,63,325,71,67,154,278,121
Desulfocapsa sulfexigens,32,29,11,16,0,0,0,0
Desulfurivibrio alkaliphilus,27,30,28,33,42,34,42,23
Desulfotalea psychrophila,18,35,43,30,0,22,23,10
Geobacter sp. M18,57,76,340,105,179,238,331,211
Geobacter sp. FeAm09,47,26,0,26,0,0,0,0
Geobacter sp. DSM 9736,30,58,138,40,38,53,120,61
Geobacter sp. M21,15,12,12,0,0,0,0,0
Geotalea uraniireducens,38,66,53,59,62,52,51,77
Citrifermentans bremense,40,47,34,65,82,34,31,49
Geobacter sulfurreducens,49,58,90,84,163,163,128,107
Trichlorobacter lovleyi,24,34,14,24,0,0,0,0
Geobacter anodireducens,40,22,0,29,0,0,0,0
Geobacter metallireducens,22,0,0,0,0,0,0,0
Geobacter pickeringii,13,10,0,0,0,0,0,0
Geotalea daltonii,13,25,147,45,88,99,163,92
Citrifermentans bemidjiense,13,16,0,0,0,0,0,0
Geoalkalibacter subterraneus,26,59,40,55,138,79,67,46
Pelobacter acetylenicus,48,33,20,56,135,73,50,33
Pelobacter propionicus,36,50,30,40,0,0,0,0
Syntrophotalea carbinolica,20,32,11,18,0,0,0,0
Pelobacter sp. SFB93,18,25,0,13,0,0,0,0
Desulfuromonas soudanensis,16,16,12,12,39,14,13,0
Myxococcus xanthus,39,36,18,51,36,18,14,14
Myxococcus stipitatus,23,15,15,31,29,19,11,0
Corallococcus coralloides,22,23,0,0,0,0,0,0
Corallococcus macrosporus,15,0,0,19,47,22,13,13
Melittangium boletus,27,19,12,20,34,30,17,41
Cystobacter fuscus,23,23,25,32,48,37,43,22
Archangium gephyra,20,12,11,13,38,28,15,16
Stigmatella aurantiaca,20,12,13,19,0,0,0,0
Anaeromyxobacter sp. Fw109-5,31,54,19,32,12,0,0,0
Vulgatibacter incomptus,17,0,0,0,0,0,0,0
Sorangium cellulosum,65,49,72,107,173,144,97,80
Chondromyces crocatus,17,14,0,0,0,0,0,0
Minicystis rosea,60,49,52,46,145,106,66,71
Sandaracinus amylolyticus,14,18,13,24,65,37,23,20
Haliangium ochraceum,35,11,0,0,0,0,0,0
Desulfomonile tiedjei,16,21,10,21,0,0,0,0
Syntrophus aciditrophicus,15,34,16,35,61,21,22,23
Desulfobacca acetoxidans,14,0,0,14,0,0,0,0
Syntrophobacter fumaroxidans,19,26,29,20,0,0,0,0
Bradymonas sediminis,64,40,58,0,0,41,46,29
Candidatus Desulfofervidus auxilii,44,18,12,17,0,0,0,0
Hippea maritima,28,18,0,17,0,0,0,0
Desulfarculus baarsii,17,17,0,14,13,0,0,10
Campylobacter coli,318,264,47,200,0,0,0,0
Campylobacter jejuni,230,160,150,121,0,0,0,0
Campylobacter sp. CCUG 57310,23,11,0,11,0,0,0,0
Campylobacter sp. RM6914,17,11,16,27,43,28,25,23
Campylobacter sp. RM16192,16,34,22,42,62,41,19,41
Campylobacter lanienae,20,22,13,21,17,29,0,32
Campylobacter curvus,51,30,0,24,0,0,0,0
Campylobacter ureolyticus,46,24,18,42,40,38,32,41
Campylobacter fetus,33,62,13,31,35,22,28,25
Campylobacter cuniculorum,33,29,0,17,0,0,0,0
Campylobacter lari,33,20,0,13,0,0,0,0
Campylobacter corcagiensis,27,20,0,14,0,0,0,0
Campylobacter hyointestinalis,22,23,0,17,0,0,0,0
Campylobacter showae,20,14,17,32,61,48,35,61
Campylobacter concisus,20,21,13,15,0,0,0,0
Campylobacter sputorum,16,25,0,13,0,0,0,0
Campylobacter canadensis,16,14,0,11,0,0,0,0
Campylobacter upsaliensis,16,0,0,11,0,0,0,0
Campylobacter pinnipediorum,14,11,0,0,0,0,0,0
Campylobacter avium,14,0,0,0,0,0,0,0
Campylobacter peloridis,13,11,0,0,0,0,0,0
Campylobacter blaseri,13,16,0,12,0,0,0,0
Campylobacter hepaticus,12,12,0,0,0,0,0,0
Campylobacter mucosalis,11,0,0,0,0,0,0,0
Campylobacter armoricus,11,0,10,0,0,0,0,0
Campylobacter subantarcticus,10,10,0,0,0,0,0,0
