"full_sample_name","pipeline","TP","precision","recall","F1","abundance_threshold"
"healthy_stool_100_1_10mil_noerr","Bracken",51.5615411038832,0.019362200940249,0.515615411038832,0.0373228672485582,0
"healthy_stool_100_1_10mil_noerr","Centrifuge",36.544278678063,0.0104174112537238,0.36544278678063,0.0202573606862877,0
"healthy_stool_100_1_10mil_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_1_10mil_noerr","Kraken2",51.6737900809991,0.00904336543244647,0.516737900809991,0.017775641582731,0
"healthy_stool_100_1_10mil_noerr","MetaScope",72.7977284821094,0.179304749955935,0.727977284821094,0.287738057241539,0
"healthy_stool_100_1_10mil_noerr","MetaScope Blast",60.7668102688499,0.127393732219811,0.607668102688499,0.210630191573137,0
"healthy_stool_100_1_10mil_noerr","MetaScope Priors",72.8019005176138,0.146778025237125,0.728019005176138,0.244301679589308,0
"healthy_stool_100_1_10mil_noerr","PathoScope2",29.7328956697883,0.900996838478433,0.297328956697883,0.447111213079523,0
"healthy_stool_100_1_10mil_noerr","mOTUs",75.9463451964571,0.774962706086297,0.759463451964571,0.767134799964213,0
"healthy_stool_100_1_1mil_err","Bracken",51.5470531595861,0.0881146207856173,0.515470531595861,0.150502344991492,0
"healthy_stool_100_1_1mil_err","Centrifuge",36.5844646355127,0.0129548387519521,0.365844646355127,0.0250235736221017,0
"healthy_stool_100_1_1mil_err","Ground Truth",100,1,1,1,0
"healthy_stool_100_1_1mil_err","Kraken2",51.6577390034626,0.0170206718298065,0.516577390034626,0.0329554953770096,0
"healthy_stool_100_1_1mil_err","MetaScope",72.8091223716895,0.268668348235017,0.728091223716895,0.392502007394553,0
"healthy_stool_100_1_1mil_err","MetaScope Blast",63.7608769144601,0.211830155861994,0.637608769144601,0.318009361169377,0
"healthy_stool_100_1_1mil_err","MetaScope Priors",72.8043544903309,0.228944510975883,0.728043544903309,0.348346193733641,0
"healthy_stool_100_1_1mil_err","PathoScope2",33.7276814306332,0.936880039739812,0.337276814306332,0.495995315156371,0
"healthy_stool_100_1_1mil_err","mOTUs",65.7953266687508,0.78327769843751,0.657953266687508,0.715166594225553,0
"healthy_stool_100_1_1mil_noerr","Bracken",51.5509399173535,0.0542641472814247,0.515509399173535,0.0981922665092447,0
"healthy_stool_100_1_1mil_noerr","Centrifuge",36.5492511726157,0.0131661567624696,0.365492511726157,0.0254167254329733,0
"healthy_stool_100_1_1mil_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_1_1mil_noerr","Kraken2",51.6658816811272,0.014744829246897,0.516658816811272,0.028671410477873,0
"healthy_stool_100_1_1mil_noerr","MetaScope",72.8001570468598,0.259075291981707,0.728001570468598,0.382153055364093,0
"healthy_stool_100_1_1mil_noerr","MetaScope Blast",60.7546293062847,0.186937320942415,0.607546293062847,0.285904137911928,0
"healthy_stool_100_1_1mil_noerr","MetaScope Priors",72.8001712540524,0.211014989142181,0.728001712540524,0.327191780917089,0
"healthy_stool_100_1_1mil_noerr","PathoScope2",29.7366928828561,0.87460861420165,0.297366928828561,0.443831237057554,0
"healthy_stool_100_1_1mil_noerr","mOTUs",65.8569169253391,0.784010915777846,0.658569169253391,0.715836053536295,0
"healthy_stool_100_50_100k_err","Bracken",51.6348193615809,0.397190918166007,0.516348193615809,0.448998429231139,0
"healthy_stool_100_50_100k_err","Centrifuge",36.5751584408796,0.0177291121865631,0.365751584408796,0.0338189167275817,0
"healthy_stool_100_50_100k_err","Ground Truth",100,1,1,1,0
"healthy_stool_100_50_100k_err","Kraken2",51.7326569844518,0.0431465029061316,0.517326569844518,0.0796499722624354,0
"healthy_stool_100_50_100k_err","MetaScope",72.6875823103889,0.35806690793295,0.726875823103889,0.479786021850752,0
"healthy_stool_100_50_100k_err","MetaScope Blast",59.602609445617,0.27982445749116,0.59602609445617,0.380847344700428,0
"healthy_stool_100_50_100k_err","MetaScope Priors",72.6891874715649,0.308005031659173,0.726891874715649,0.432673734949791,0
"healthy_stool_100_50_100k_err","PathoScope2",40.5959894439178,0.845749780081621,0.405959894439178,0.548594451944835,0
"healthy_stool_100_50_100k_err","mOTUs",38.5700988834522,0.787144875172494,0.385700988834522,0.517719448100029,0
"healthy_stool_100_50_100k_noerr","Bracken",51.6375889731161,0.39418006849707,0.516375889731161,0.447078692407932,0
"healthy_stool_100_50_100k_noerr","Centrifuge",36.5802801417998,0.0176716329187439,0.365802801417998,0.0337145439094929,0
"healthy_stool_100_50_100k_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_50_100k_noerr","Kraken2",51.7504323250766,0.035739248843285,0.517504323250766,0.0668610236758096,0
"healthy_stool_100_50_100k_noerr","MetaScope",72.690681440395,0.344505599243578,0.72690681440395,0.467464189327299,0
"healthy_stool_100_50_100k_noerr","MetaScope Blast",60.5929833808102,0.272941366580226,0.605929833808102,0.376353934042299,0
"healthy_stool_100_50_100k_noerr","MetaScope Priors",72.6878159473376,0.301609194802231,0.726878159473376,0.426321501157405,0
"healthy_stool_100_50_100k_noerr","PathoScope2",40.6020596723741,0.902267992719425,0.406020596723741,0.560028409274126,0
"healthy_stool_100_50_100k_noerr","mOTUs",38.5311300694369,0.802731876446602,0.385311300694369,0.520690946884282,0
"healthy_stool_100_50_10mil_err","Bracken",51.6483103708634,0.0174428606453439,0.516483103708634,0.0337460374850463,0
"healthy_stool_100_50_10mil_err","Centrifuge",36.5773354197713,0.00899811449440869,0.365773354197713,0.0175641466601543,0
"healthy_stool_100_50_10mil_err","Ground Truth",100,1,1,1,0
"healthy_stool_100_50_10mil_err","Kraken2",51.7840903407756,0.0088444219198592,0.517840903407756,0.0173918019616375,0
"healthy_stool_100_50_10mil_err","MetaScope",71.6871610910369,0.148728549981404,0.716871610910369,0.246347632615247,0
"healthy_stool_100_50_10mil_err","MetaScope Blast",60.5915703868095,0.111792565289316,0.605915703868095,0.188758786251743,0
"healthy_stool_100_50_10mil_err","MetaScope Priors",72.6914231107457,0.12911442826065,0.726914231107457,0.219280311042973,0
"healthy_stool_100_50_10mil_err","PathoScope2",38.5916393758388,0.857591986129752,0.385916393758388,0.532298474149501,0
"healthy_stool_100_50_10mil_err","mOTUs",74.7568398654668,0.770689070778009,0.747568398654668,0.758952688989511,0
"healthy_stool_100_50_10mil_noerr","Bracken",51.6549724183623,0.0137015841958521,0.516549724183623,0.0266950761852002,0
"healthy_stool_100_50_10mil_noerr","Centrifuge",36.5767546892945,0.0092365542144683,0.365767546892945,0.0180181057582731,0
"healthy_stool_100_50_10mil_noerr","Ground Truth",100,1,1,1,0
"healthy_stool_100_50_10mil_noerr","Kraken2",51.7887297783369,0.00845254280697518,0.517887297783369,0.0166336051961898,0
"healthy_stool_100_50_10mil_noerr","MetaScope",72.688219588264,0.151749936509946,0.72688219588264,0.251081932947371,0
"healthy_stool_100_50_10mil_noerr","MetaScope Blast",59.5937536893537,0.111808168272709,0.595937536893537,0.188289901072208,0
"healthy_stool_100_50_10mil_noerr","MetaScope Priors",72.6865484190451,0.131440413054331,0.726865484190451,0.222623425479464,0
"healthy_stool_100_50_10mil_noerr","PathoScope2",39.6123554447385,0.900280805562238,0.396123554447385,0.550171603399146,0
"healthy_stool_100_50_10mil_noerr","mOTUs",75.9192353396022,0.782672529274249,0.759192353396022,0.770753658270073,0
